#full_name,epoch_mjd,q,e,i,w,om,tp_cal,orbit_id,neo,M1,M2,diameter,extent,albedo,rot_per,per_y,moid,class,K1,K2
"     C/2010 D3 (WISE)",55545,4.247544279127922,.9996347668206345,76.39487781852708,304.642707676478,255.2345183848527,20100903.9214258,"JPL 14",,10.0,13.9,,,,,1254179.61863899,3.58644,COM,9.,5.
"     C/2010 D4 (WISE)",55298,7.14821500308839,.8894653981179039,105.659654259259,44.4894662068394,266.7835170945164,20090330.9350589,"JPL 13",,8.4,11.9,,,,,520.064530814963,6.37262,COM,8.,5.
"     C/2010 DG56 (WISE)",55373,1.591452411646043,.976435600493908,160.4173362637526,318.2894781711694,3.869438632337652,20100515.5623838,"JPL 9",,14.3,18.9,,,,,555.027014346053,.650456,COM,16.,5.
"     C/2010 E1 (Garradd)",55286,2.662186589310673,.9758858076669726,71.69776938161469,296.9861636500708,169.2924334805842,20091107.9627714,"JPL 12",,11.8,14.8,,,,,1159.99698001374,2.06699,COM,10.,5.
"     P/2010 E2 (Jarnac)",55289,2.398736052053155,.722373562116037,15.43702882851051,8.295090846386902,177.8993976026755,20100407.9281266,"JPL 15",,14.4,16.4,,,,,25.3974822021046,1.40232,JFc,10.,5.
"     C/2010 E3 (WISE)",55267,2.274219533576917,1.0,96.48018197834227,49.97683705884084,117.3271902371795,20100404.3340435,"JPL 4",,15.1,18.5,,,,,,1.54622,PAR,10.,5.
"     C/2010 E5 (Scotti)",55288,3.888442520812808,.8427420045719324,18.91022550915907,147.857997531489,17.08374741017572,20091121.4442629,"JPL 14",,6.1,14.5,,,,,122.956820545233,2.91448,JFc,19.,5.
"     C/2010 F1 (Boattini)",55288,3.587524219340278,.947559715455431,64.93587751125038,127.5110645006678,344.3896724396092,20091110.5601407,"JPL 14",,6.3,13.8,,,,,565.852065441742,2.87212,COM,17.,5.
"     C/2010 F3 (Scotti)",55382,5.446687303041599,.9132667219598836,4.647577762132053,31.2569257410727,157.4102496110292,20100804.5414928,"JPL 18",,9.8,12.8,,,,,497.654832545981,4.44944,JFc,9.,5.
"     C/2010 F4 (Machholz)",55285,.613823014734914,1.0,89.14551991366122,120.710900518752,237.291160852793,20100406.1069283,"JPL 7",,13.9,,,,,,,1.19803,PAR,10.,
"     C/2010 FB87 (WISE-Garradd)",55710,2.842763799282865,.9905004226008766,107.6253244357524,265.0258424066599,89.90220961875599,20101107.3899164,"JPL 55",,8.5,11.2,,,,,5176.81849538333,2.53837,COM,9.,5.
"     C/2010 G1 (Boattini)",55297,1.204549098806455,.9974853210550678,78.38703103859638,168.6316225975344,287.448326532752,20100402.5402098,"JPL 10",,13.1,16.0,,,,,10483.8583521719,.231337,COM,17.,5.
"     C/2010 G2 (Hill)",55774,1.980773546092695,.9794076626857746,103.7452934244912,137.4253478211604,246.7810019913801,20110902.0505252,"JPL 101",,9.0,12.1,,,,,943.413263428728,1.16926,COM,10.,5.
"     C/2010 G3 (WISE)",55398,4.90764917800495,.9981357422678774,108.2676024619355,75.19868778359917,313.7183405759668,20100411.0767270,"JPL 24",,8.9,12.1,,,,,135070.198258035,4.49207,COM,9.,5.
"     C/2010 H1 (Garradd)",55325,2.745551730068341,.999671663596704,36.53168812014464,233.8197070936485,347.384087783772,20100618.8986402,"JPL 8",,12.4,16.2,,,,,764670.073600849,1.89769,COM,11.,5.
"     P/2010 H2 (Vales)",55323,3.107665666615468,.1928936226975309,14.2528629501107,130.083080240123,64.30894275204847,20100309.1483459,"JPL 21",,6.9,,,,,,7.55550449988284,2.12986,JFc,10.,
"     P/2010 H4 (Scotti)",55321,4.820933651304061,.2721471145483182,2.314210191782865,181.1842066196456,44.84665133680757,20100703.3907262,"JPL 7",,10.8,14.0,,,,,17.0466687463857,3.81185,JFc,10.,5.
"     P/2010 H5 (Scotti)",55337,6.025930407166824,.1564584444001168,14.08713026280839,175.1246560662572,24.89947511206076,20100417.6354403,"JPL 5",,9.6,13.2,,,,,19.0934604770823,5.02375,JFc,10.,5.
"     C/2010 J1 (Boattini)",55339,1.695657709348362,.9538251813034284,134.3849455670199,333.1090632971768,254.8133753124608,20100204.8195643,"JPL 16",,11.4,15.7,,,,,222.539796759444,.735101,COM,15.,5.
"     C/2010 J2 (McNaught)",55423,3.386994432904915,.9994601460853049,125.8515592995884,4.6164547875932,311.7948517406458,20100603.8646332,"JPL 31",,10.4,12.9,,,,,496953.260145999,2.37404,COM,9.,5.
"     P/2010 J3 (McMillan)",55355,2.455109513178299,.7268179497695516,13.25507005551551,157.312291539857,106.6611895135264,20100823.4633114,"JPL 23",,11.6,14.7,,,,,26.9423991463464,1.44535,JFc,11.,5.
"     C/2010 J4 (WISE)",55333,1.085532517899399,1.0,162.2965357306005,83.75314210743537,316.4051423057921,20100503.1716440,"JPL 7",,19.6,21.1,,,,,,.306541,PAR,10.,5.
"     P/2010 J5 (McNaught)",55192,3.748720835237808,.08773123305437409,7.35424427909116,150.375041974521,65.66585035530157,20091106.5760384,"JPL 13",,10.6,14.2,,,,,8.33006984401348,2.74507,ETc,10.,5.
"     P/2010 JC81 (WISE)",55909,1.810831101544934,.7773495490885352,38.69025251674175,12.57333263136618,30.7680645542261,20110426.5536983,"JPL 49",,10.3,13.5,,,,,23.1947529571307,.827671,HTC,10.,5.
"     P/2010 K2 (WISE)",55360,1.19814237184904,.5893606450926052,10.64146960319693,328.5301956586206,281.1467418786854,20100707.5530775,"JPL 6",Y,19.6,21.5,,,,,4.98402244450282,.203798,JFc,10.,5.
"     C/2010 KW7 (WISE)",55523,2.570441176658363,.9742548701529308,147.060870769823,332.3058026384984,104.7614677492105,20101011.3452704,"JPL 15",,12.3,16.4,,,,,997.647404363862,1.62542,COM,13.,5.
"     C/2010 L3 (Catalina)",55539,9.882899823698001,.9992284939040975,102.6310462357129,121.7740407950791,38.27536885525985,20101110.4659560,"JPL 21",,4.7,9.9,,,,,1449858.93481536,9.29248,COM,10.,5.
"     C/2010 L4 (WISE)",55385,2.825544804608127,.9647210692787417,102.8181181942967,95.76903754804015,125.5401433481858,20100223.6567808,"JPL 11",,12.8,15.5,,,,,716.784127016425,2.53019,COM,8.,5.
"     C/2010 L5 (WISE)",55379,.7909008328987752,.9037561916724222,147.0516809571623,214.7297449578989,206.4730991405697,20100423.1453834,"JPL 6",Y,17.4,20.6,,,,,23.5576547308841,.113609,HTC,16.,5.
"     C/2010 M1 (Gibbs)",55370,2.054532913054713,1.0,69.96501878202214,267.3707743879225,85.50208316626112,20111224.2582715,"JPL 3",,9.3,,,,,,,1.73956,PAR,10.,
"     P/2010 N1 (WISE)",55368,1.494525034699252,.5337982411441371,12.87619139590882,153.4909944316628,113.211758888845,20100816.1477186,"JPL 5",,17.2,19.6,,,,,5.73987100223152,.490532,JFc,10.,5.
"     P/2010 P4 (WISE)",55465,1.856447567993218,.4986427492134599,24.10175918577776,354.2366468992119,2.213287671457586,20100706.0549330,"JPL 9",,16.7,,,,,,7.12543337637951,.853677,JFc,10.,
"     C/2010 R1 (LINEAR)",56085,5.621416250882197,1.003664361351896,156.9333668720658,114.4960466003051,343.6496754685843,20120518.8926190,"JPL 84",,5.0,10.4,,,,,,4.69176,HYP,12.,5.
"     P/2010 R2 (La Sagra)",55546,2.622428955355373,.1537389030537912,21.39501831272986,59.50668720671933,270.7063642818345,20100625.4859197,"JPL 20",,6.4,15.5,,,,,5.45515675443126,1.67337,ETc,26.,5.
"     C/2010 S1 (LINEAR)",56228,5.89992070366352,1.001247214700858,125.3352741021507,118.6171901036723,93.43231170260221,20130520.3297713,"JPL 169",,4.7,7.6,,,,,,5.20376,HYP,8.,5.
"     P/2010 T2 (PANSTARRS)",55512,3.753784635588293,.323144848008061,8.010884528710676,355.9290200313834,59.64871430428951,20110709.7553104,"JPL 8",,6.4,14.5,,,,,13.0607652124704,2.76519,JFc,19.,5.
"     P/2010 TO20 (LINEAR-Grauer)",55842,5.112100182293594,.08782461909022926,2.635456653427239,252.2826032279959,43.9865661017396,20080913.0727795,"JPL 7",,8.9,,,,,,13.2675189443794,4.09723,JFc,10.,
"     P/2010 U1 (Boattini)",55523,4.903173395612093,.2611239231063902,8.246226656195557,88.99798324566335,281.3906798635902,20100328.4032525,"JPL 15",,6.0,13.0,,,,,17.0949042295869,3.91582,JFc,15.,5.
"     P/2010 U2 (Hill)",55522,2.552753753962782,.4028806009431616,16.86095310648239,44.23527726938704,357.1501259900045,20101109.2905451,"JPL 17",,13.1,15.7,,,,,8.83954307683293,1.58927,JFc,10.,5.
"     C/2010 U3 (Boattini)",56161,8.46384692691989,1.002610209128319,55.42152507767922,87.89892038981009,43.03121523789979,20190224.2492329,"JPL 71",,4.8,8.0,,,,,,7.94484,HYP,7.,5.
"     P/2010 UH55 (Spacewatch)",55678,2.767969482056976,.575137943137254,8.662566000038447,221.6183170588532,235.2643394205667,20110510.3620037,"JPL 14",,6.6,15.2,,,,,16.6294630939797,1.79188,JFc,19.,5.
"     P/2010 V1 (Ikeya-Murakami)",55526,1.57852441325907,.4880171483550633,9.378231208586712,152.3944914678522,3.815282296406128,20101013.2817014,"JPL 17",,5.2,12.5,,,,,5.41379783856185,.594818,ETc,22.,5.
"     P/2010 WK (LINEAR)",55583,1.765178428227242,.6919871307101922,11.47912931504591,40.84993259382298,11.48828757641412,20101019.7539552,"JPL 18",,12.4,15.8,,,,,13.7194855227523,.793264,JFc,15.,5.
"     C/2010 X1 (Elenin)",55651,.482439561707391,1.000062639259691,1.839502454221408,343.7983983139406,323.2339232711316,20110910.7187941,"JPL 37",,10.4,13.7,,,,,,.03063,HYP,11.,5.
"     P/2011 A2 (Scotti)",55627,1.558782219429894,.4986132301183522,4.47394247912087,94.58932273073734,54.72597736594507,20101222.5037258,"JPL 18",,15.1,18.3,,,,,5.48184891944071,.578309,ETc,16.,5.
"     C/2011 A3 (Gibbs)",56580,2.343933063266105,.9970792570166604,26.0798462107488,141.1116278895089,124.8996106211786,20111215.9274465,"JPL 60",,9.6,12.2,,,,,22734.5308737705,1.38452,COM,9.,5.
"     C/2011 C1 (McNaught)",55665,.8833783610823147,.997433111228625,16.82561339738481,84.47349491539357,192.4383645534773,20110418.0021932,"JPL 33",,12.7,16.5,,,,,6384.36579382828,.183601,COM,17.,5.
"     P/2011 C2 (Gibbs)",55840,5.388544617878583,.2684599740183615,10.91097719830669,160.5649381250077,12.20184196959602,20120107.9232596,"JPL 27",,6.2,12.9,,,,,19.9920940870653,4.39709,JFc,14.,5.
"     C/2011 C3 (Gibbs)",55636,1.516892830094338,.9952668295926201,49.37603703893564,206.8099335791362,20.88990858944595,20110407.5281333,"JPL 12",,14.1,18.6,,,,,5737.36314412718,.570268,COM,23.,5.
"     P/2011 CR42 (Catalina)",55832,2.528322273426327,.2800378284289279,8.459459393529752,173.5114750010281,58.74169214176988,20111129.9538036,"JPL 13",,11.0,14.0,,,,,6.58100666850295,1.51621,ETc,10.,5.
"     C/2011 F1 (LINEAR)",56978,1.818266330078176,.9993450522553577,56.61903744295252,192.5091130801815,85.10425068077836,20130107.8831435,"JPL 88",,8.3,,,,,,146279.838068071,.815517,COM,8.,
"     P/2011 FR143 (Lemmon)",55787,3.735413659984158,.4530546778566906,16.01358180890205,349.9158712519903,191.0225777964752,20110310.5924250,"JPL 5",,11.1,14.5,,,,,17.8484451003693,2.74165,JFc,10.,5.
"     C/2011 G1 (McNaught)",55885,2.155142185725579,1.001001783599964,162.2334940415891,354.55009553,152.590948412349,20110916.4121203,"JPL 31",,11.5,15.0,,,,,,1.16492,HYP,12.,5.
"     C/2011 H1 (Lemmon)",55677,6.864012513482225,.9573603627201416,71.40279098324332,100.1683370939181,35.13147167635443,20060118.6421236,"JPL 5",,6.4,8.8,,,,,2042.4670060019,6.52012,COM,7.,5.
"     C/2011 J2 (LINEAR)",56600,3.443453271383038,1.000552629793085,122.7986567297914,85.28910674464682,163.946308440125,20131225.2770363,"JPL 113",,7.4,10.3,,,,,,3.00402,HYP,8.,5.
"     C/2011 J2-B (LINEAR)",56920,3.440057283972918,1.00047226894213,122.7921384535979,85.18361495486589,163.9553449893068,20131224.9026661,"JPL 2",,9.5,14.1,,,,,,2.99983,HYP,10.,5.
"     C/2011 J2-C (LINEAR)",56949,3.441376911274622,1.0,122.7941179570876,85.24120856350298,163.9534853611562,20131225.1032745,"JPL 2",,,13.8,,,,,,3.00162,PAR,,5.
"     C/2011 J3 (LINEAR)",55711,1.450992159551614,.9258284402393274,114.7123652374121,27.84491744751259,21.51231515705576,20110124.3877876,"JPL 11",,13.1,16.5,,,,,86.5266088070879,.516632,HTC,14.,5.
"     P/2011 JB15 (Spacewatch-Boattini)",55721,5.018712173501203,.3187386914147367,19.14127311963044,110.9266799690757,153.7681647684624,20120121.6707522,"JPL 14",,5.5,12.2,,,,,19.9952136809171,4.06237,JFc,15.,5.
"     C/2011 K1 (Schwartz-Holvorcem)",55715,3.37614359053989,1.005323619260124,122.6123355776298,167.0945450439185,70.73837160999423,20110421.9044282,"JPL 8",,11.7,14.2,,,,,,2.37757,HYP,10.,5.
"     C/2011 KP36 (Spacewatch)",56546,4.880552311314417,.8732565535929331,18.9811231490579,180.6281333192657,173.4369615175876,20160527.1458157,"JPL 50",,7.4,9.4,,,,,238.958999858787,3.87526,JFc,7.,5.
"     C/2011 L1 (McNaught)",55734,2.242370133082561,.7967849127030844,65.51249513854592,294.4704217968163,252.3638830951731,20101218.3011717,"JPL 14",,10.6,14.2,,,,,36.6551693622619,1.61024,HTC,12.,5.
"     C/2011 L2 (McNaught)",55812,1.943447957565112,1.00177359011139,104.2574465134969,257.0281816531582,131.3477474941526,20111101.2731690,"JPL 14",,11.8,17.3,,,,,,1.49674,HYP,13.,5.
"     C/2011 L3 (McNaught)",55778,1.923844916389606,1.000100494262184,87.11440400056719,27.72707531417844,307.7551947324458,20110810.5005222,"JPL 24",,11.8,15.6,,,,,,.986313,HYP,14.,5.
"     C/2011 L4 (PANSTARRS)",56366,.3015444266769511,1.000032699575584,84.20819003025326,333.6516356814656,65.66588404075337,20130310.1699440,"JPL 129",,7.5,,,,,,,.660298,HYP,7.,
"     C/2011 L6 (Boattini)",55789,6.787623532456127,1.003732047066034,171.4562658433796,331.5984614708987,214.4826140548082,20110122.7865080,"JPL 7",,10.2,,,,,,,5.77876,HYP,8.,
"     C/2011 M1 (LINEAR)",55743,.8957785772330822,1.002803138408785,70.18365475696844,119.5654759310974,324.7971590245573,20110907.5694111,"JPL 7",,12.4,17.8,,,,,,.177722,HYP,18.,5.
"     P/2011 N1 (ASH)",55919,2.857711556362929,.5459262699201428,35.66877208514697,331.0568400407936,77.69097669933601,20120531.2915905,"JPL 31",,10.3,14.3,,,,,15.78869456637,1.91247,JFc,10.,5.
"     P/2011 NO1 (Elenin)",55758,1.242925560931557,.7765212519592289,15.2723383832699,263.6169667998349,296.0964602238851,20110120.5922158,"JPL 8",Y,13.3,16.7,,,,,13.1166079193592,.380652,JFc,14.,5.
"     C/2011 N2 (McNaught)",55766,2.563362628295132,.9997351644638635,33.67502646738548,357.0418724787941,274.0189899849887,20111018.7439884,"JPL 9",,6.3,14.6,,,,,952267.332471024,1.54759,COM,23.,5.
"     C/2011 O1 (LINEAR)",56169,3.890652912367224,.996784559130662,76.49888626570097,232.3826057936999,89.81681468576299,20120818.4708479,"JPL 57",,7.2,11.2,,,,,42090.2150124636,3.18751,COM,10.,5.
"     P/2011 P1 (McNaught)",55832,4.955557635929575,.359843304117325,6.174119183419176,342.5683125054446,9.546073456414403,20100722.0433039,"JPL 23",,8.2,12.3,,,,,21.5386044652707,3.9503,JFc,10.,5.
"     C/2011 P2 (PANSTARRS)",55966,6.148107233270202,.3698225913482697,8.989641673691759,76.3847935193711,204.0184593599947,20100913.5158857,"JPL 10",,6.7,12.4,,,,,30.4737645563396,5.14701,CTc,12.,5.
"     C/2011 Q1 (PANSTARRS)",55823,6.78008765681774,.9979219318255278,94.86196749797267,135.9261499811605,142.2439476507595,20110629.4512872,"JPL 12",,7.5,11.3,,,,,186368.057457476,6.01862,COM,10.,5.
"     C/2011 Q2 (McNaught)",55819,1.349560961524759,1.000074942038127,36.86657293489842,34.62858537238014,287.3695129163193,20120119.7885608,"JPL 11",,4.7,12.9,,,,,,.415538,HYP,23.,5.
"     P/2011 Q3 (McNaught)",55838,2.367784672997796,.5315326908585017,6.051991666162198,310.2208856173419,35.31895601158421,20110814.2882808,"JPL 17",,14.8,,,,,,11.3632503406114,1.36576,JFc,8.,
"     C/2011 Q4 (SWAN)",55868,1.112227772690749,.9741574160779457,147.8430711108278,1.880823153181257,252.0856400421909,20110921.0834427,"JPL 6",,11.8,16.2,,,,,282.354622680762,.0980231,COM,8.,5.
"     C/2011 R1 (McNaught)",56227,2.079570919511098,1.000743835622363,116.1968045991654,308.8611386497511,221.4084704361169,20121019.6208252,"JPL 75",,8.2,12.1,,,,,,1.31369,HYP,9.,5.
"     P/2011 R3 (Novichonok)",55948,3.557571934671852,.2674733559776531,19.25651179981108,225.2624115621439,190.6498841319341,20120403.6874558,"JPL 42",,10.5,13.5,,,,,10.7029525260602,2.60097,JFc,10.,5.
"     P/2011 S1 (Gibbs)",56292,6.894997535418801,.2032070997379613,2.679258406774195,193.2733533941734,218.8966086140984,20140822.4909776,"JPL 30",,5.3,11.5,,,,,25.4560603336647,5.90606,CTc,13.,5.
"     C/2011 S2 (Kowalski)",55857,1.115118144257619,.9316035444729497,17.57253023753236,192.1899463594266,288.0701101520695,20111026.3476633,"JPL 16",Y,14.8,16.8,,,,,65.8323156475699,.13779,HTC,16.,5.
"     P/2011 U1 (PANSTARRS)",55695,2.357784739096292,.4187370261670714,15.24190667234761,352.8574471617226,135.1098034371948,20120619.9904579,"JPL 8",,8.9,16.6,,,,,8.16968744365947,1.37406,JFc,22.,5.
"     P/2011 U2 (Bressi)",56051,4.837330596984651,.1103388342253486,9.637743287755038,157.7924731900051,266.6732188327472,20120507.9184970,"JPL 26",,6.0,12.9,,,,,12.6788512184951,3.85444,JFc,15.,5.
"     C/2011 U3 (PANSTARRS)",55872,1.07139912233502,1.000442489616259,116.7750126450803,287.8254564937703,228.3789293810737,20120603.8947511,"JPL 7",,12.1,,,,,,,.468895,HYP,14.,
"     P/2011 UA134 (Spacewatch-PANSTARRS)",55886,2.051505686662187,.6326988855068414,10.53946583096947,32.32180486651102,40.63819290585288,20111207.1937967,"JPL 13",,15.7,17.6,,,,,13.2003036286363,1.07409,JFc,10.,5.
"     C/2011 UF305 (LINEAR)",56194,2.138212073575513,1.000675105836504,93.96073917292364,121.9944692594565,297.4358638212349,20120722.1653356,"JPL 63",,6.4,12.0,,,,,,1.49299,HYP,16.,5.
"     P/2011 V1 (Boattini)",55867,1.709449564251756,.5551945545731161,7.397080747752141,259.5497282737696,60.08632802422746,20110511.9306092,"JPL 4",,13.7,,,,,,7.53420611320531,.715092,JFc,15.,
"     P/2011 VJ5 (Lemmon)",55957,1.50638951285071,.5572712683032452,3.972758747667441,315.1257936147285,169.9978369092333,20111208.7024702,"JPL 9",,15.8,,,,,,6.27635596531626,.525081,JFc,17.,
"     P/2011 W1 (PANSTARRS)",55933,3.312063411651107,.2886554042799238,3.718611448948112,282.4726677226644,161.8839134592057,20120122.5392912,"JPL 16",,6.2,14.4,,,,,10.04699329041,2.33073,JFc,21.,5.
"     P/2011 W2 (Rinner)",55936,2.303059591839074,.3937297148276013,13.77393654130874,221.0613435568569,232.0175805734977,20111106.1974439,"JPL 20",,11.9,15.2,,,,,7.40400223518431,1.33853,JFc,13.,5.
"     C/2011 W3 (Lovejoy)",55901,.005553814151232848,.9999294152687143,134.3558107377023,53.50921241435645,326.3691470244605,20111216.0118090,"JPL 58",,15.3,20.6,,,,,697.957643736574,.490179,COM,9.3,5.
"     P/2011 Y2 (Boattini)",55923,1.787145225347357,.7129113838478315,6.351391765095027,131.187763915817,310.0183447295584,20120321.6961074,"JPL 8",,13.6,,,,,,15.5318794888718,.810145,JFc,16.,
"     C/2011 Y3 (Boattini)",55927,3.497795555096511,.7049516710663947,26.51737423187869,340.6737948041622,84.8026757232364,20110822.9094729,"JPL 6",,11.7,15.0,,,,,40.8187870831477,2.52447,JFc,10.,5.
"     C/2012 A1 (PANSTARRS)",56221,7.604889450885981,1.001045250444864,120.8993659549626,191.7437039500268,277.9721794414721,20131129.4382095,"JPL 52",,8.4,,,,,,,6.63579,HYP,7.,
"     C/2012 A2 (LINEAR)",56261,3.537473845712154,.9963835947269146,125.8685092153449,101.6718322636188,191.4046910664108,20121105.1000468,"JPL 93",,8.4,11.3,,,,,30593.7291794468,3.00403,COM,9.,5.
"     P/2012 B1 (PANSTARRS)",56324,3.825152174672369,.4104965907452835,7.627785778344109,162.1833751148704,36.19401198890043,20130723.1454948,"JPL 69",,5.6,11.3,,,,,16.5291985497085,2.82454,JFc,14.,5.
"     C/2012 B3 (La Sagra)",56019,3.536537201517262,1.00117582926117,106.9329388082464,50.73347217304028,252.999514136279,20111206.8355442,"JPL 23",,10.3,13.0,,,,,,2.80731,HYP,10.,5.
"     C/2012 C1 (McNaught)",56235,4.837974885547134,.9962035470532725,96.27770382700636,279.8891175112786,300.6399594844266,20130204.5223003,"JPL 45",,5.4,11.2,,,,,45492.1627529061,4.55743,COM,13.,5.
"     C/2012 C2 (Bruenjes)",55973,.8024145518770591,1.003383807098222,162.7901861817431,62.64346508853612,117.9947464573621,20120312.6328728,"JPL 9",,16.7,19.6,,,,,,.0523133,HYP,40.,5.
"     P/2012 C3 (PANSTARRS)",55974,3.624955715728168,.6264431501747753,9.188732173058971,344.8745701250185,135.4404837242178,20111005.5391374,"JPL 6",,13.5,15.9,,,,,30.229238270332,2.64209,JFc,10.,5.
"     C/2012 CH17 (MOSS)",56023,1.296092176328601,.9999907364757319,27.74418279352585,137.9935910122054,125.9846804127943,20120928.2224888,"JPL 29",,11.1,14.6,,,,,52335655.7936411,.378616,COM,11.,5.
"     C/2012 E1 (Hill)",56046,7.502896614805558,.9980063318407113,122.5420792594973,48.88728184631759,286.3197864754288,20110704.0442071,"JPL 14",,5.7,10.9,,,,,230872.569406804,6.71603,COM,11.,5.
"     C/2012 E2 (SWAN)",55999,.007277101848516995,1.0,144.2433428468973,82.71111408559179,7.517270063083203,20120315.0369250,"JPL 4",,,,,,,,,.546119,PAR,,
"     C/2012 E3 (PANSTARRS)",56016,3.827413525359616,.9826738902863271,105.6584802146931,103.5177422632479,5.531048536895711,20110512.9250738,"JPL 10",,9.9,13.2,,,,,3283.33119493227,3.43757,COM,10.,5.
"     C/2012 F1 (Gibbs)",56008,2.550884838479665,.9654368973217,159.3968294453951,300.4250933741666,129.9662824548602,20120219.0856896,"JPL 7",,13.8,16.4,,,,,634.05276204283,1.62567,COM,10.,5.
"     P/2012 F2 (PANSTARRS)",56298,2.897067182656856,.5422358759891194,14.72465049026602,33.19254495084449,227.1351780823445,20130410.0144829,"JPL 24",,12.0,,,,,,15.9214795194462,1.8956,JFc,8.,
