#full_name,epoch_mjd,q,e,i,w,om,tp_cal,orbit_id,neo,M1,M2,diameter,extent,albedo,rot_per,per_y,moid,class,K1,K2
"   73P/Schwassmann-Wachmann 3-BE",53839,0.939421340921746,0.682439213725336,11.3165548004854,199.0041336556026,69.69353534875259,20060606.9751012,"JPL 1",Y,,,,,,,5.08813390533009,.0399828,JFc,,
"   73P/Schwassmann-Wachmann 3-BF",53856,0.939574293907841,0.685673899484921,11.3219762595877,198.8097995413545,69.83455705491185,20060607.0636384,"JPL 2",Y,,,,,,,5.16813946145222,.0403966,JFc,,
"   73P/Schwassmann-Wachmann 3-BG",53839,0.939341834446035,0.684754805524033,11.3245005390743,198.954825666221,69.72079451789067,20060608.8070845,"JPL 1",Y,,,,,,,5.143644991578,.0401066,JFc,,
"   73P/Schwassmann-Wachmann 3-BH",53839,0.939816246820806,0.682439213725336,11.2894062349653,198.8380687888751,69.80392620641391,20060608.6526138,"JPL 1",Y,,,,,,,5.0913426017245,.0400469,JFc,,
"   73P/Schwassmann-Wachmann 3-BI",53856,0.939765097396971,0.682462679481376,11.3004575322101,198.9127973517095,69.75258615452337,20060608.7255428,"JPL 3",Y,,,,,,,5.09149129713147,.0400621,JFc,,
"   73P/Schwassmann-Wachmann 3-BJ",53839,0.939252920798806,0.691094488235562,11.370228917327,198.7979116113036,69.87876451740438,20060608.6863968,"JPL 2",Y,,,,,,,5.30204668611781,.0404609,JFc,,
"   73P/Schwassmann-Wachmann 3-BK",53839,0.939266635740712,0.691542805405763,11.3707772083427,198.7753879911289,69.89745388065928,20060608.8970880,"JPL 2",Y,23.7,,,,,,5.31372640270597,.0404942,JFc,10.0,
"   73P/Schwassmann-Wachmann 3-BL",53839,0.939099661465389,0.696223718867002,11.4093615023607,198.699429249213,69.97335799061499,20060608.8633871,"JPL 2",Y,22.4,,,,,,5.43556804196274,.0407422,JFc,10.0,
"   73P/Schwassmann-Wachmann 3-BM",53839,0.939756862869674,0.682439213725336,11.2943325652082,198.8613490413005,69.77558820073149,20060609.0163165,"JPL 1",Y,,,,,,,5.09086005112188,.0400412,JFc,,
"   73P/Schwassmann-Wachmann 3-BN",53856,0.939185744588995,0.691771506515135,11.3774492573962,198.794770559419,69.88153448038356,20060608.2123911,"JPL 3",Y,21.3,22.0,,,,,5.31895437314373,.0406492,JFc,10.0,5.0
"   73P/Schwassmann-Wachmann 3-BO",53856,0.939219068906999,0.691827563127927,11.3761572743389,198.7715535759656,69.89197757406906,20060608.2715693,"JPL 3",Y,22.9,24.5,,,,,5.32068888860887,.0406766,JFc,20.0,5.0
"   73P/Schwassmann-Wachmann 3-BP",53856,0.939783267683454,0.682453453655532,11.2907748415971,198.8488389130481,69.81061092752898,20060608.3917749,"JPL 1",Y,,,,,,,5.09141707025829,.0401865,JFc,,
"   73P/Schwassmann-Wachmann 3-BQ",53856,0.939155663545736,0.692453880247705,11.3882612457051,198.8198463106619,69.8657752054544,20060608.3004271,"JPL 2",Y,20.8,23.4,,,,,5.33641009487744,.0406116,JFc,10.0,5.0
"   73P/Schwassmann-Wachmann 3-BR",53856,0.939601786160311,0.685154134205868,11.3192478294503,198.8412924261245,69.82671174634405,20060606.2364776,"JPL 2",Y,,,,,,,5.15557323377108,.0403129,JFc,,
"   73P/Schwassmann-Wachmann 3-BS",53856,0.938948671781629,0.698573546172044,11.444464486684,198.7685231571228,69.93999714325663,20060605.7779192,"JPL 1",Y,,,,,,,5.49792655280095,.0408245,JFc,,
"   74P/Smirnova-Chernykh",56978,3.541874918333066,.1488394882305855,6.651250685465126,86.64033173562807,77.0672776741382,20180124.1537950,"JPL K093/33",,6.1,11.9,4.46,,,,8.48869308625493,2.55844,ETc,15.,5.
"   76P/West-Kohoutek-Ikemura",56978,1.601087390171407,.5386794663888569,30.48155340099525,.06342052883761154,84.12599445083968,20130507.6720984,"JPL 19",,13.9,17.1,0.66,,,,6.46586420499326,.616676,JFc,14.,5.
"   77P/Longmore",57000,2.335190598673607,.3540777986271901,24.33390767897592,196.8642582350191,14.85547121700097,20160514.1094913,"JPL 26",,10.5,13.4,8.2,,,,6.87418766670092,1.34147,JFc,12.,5.
"   78P/Gehrels 2",56771,2.010282336119055,.4619028596361237,6.253845264350978,192.7544368108993,210.561210461237,20120112.4282823,"JPL K114/8",,6.5,,,,,,7.22109005422868,1.01851,JFc,14.0,
"   79P/du Toit-Hartley",56558,1.123805320881192,.6185134899509153,3.145618792107812,281.689317338125,280.6403368540958,20130823.2858908,"JPL 16",Y,15.0,,2.8,,,,5.05622102755015,.134779,JFc,15.,
"   80P/Peters-Hartley",56908,1.612724740769127,.5989902415048468,29.92275599280534,339.1311051464525,259.8892998524929,20141110.0391888,"JPL 17",,7.,16.,,,,,8.06521897446367,.620458,JFc,25,10
"   81P/Wild 2",56978,1.593079043998431,.5380434533956898,3.239043597517584,41.68675738457102,136.1250968664513,20160720.4097946,"JPL K103/8",,8.6,13.1,4.0,,,,6.40416481634258,.598612,JFc,14.,5.
"   82P/Gehrels 3",55600,3.633314709187186,.1228436023814659,1.125906251496336,226.3510356473145,239.4617259875922,20100112.3795779,"JPL 15",,5.,,1.46,,,,8.43038046582958,2.64987,ETc,20.0,
"   84P/Giclas",56799,1.838721393647091,.4950370873283377,7.287140451452368,276.4703221093038,112.3813030815116,20130723.2949824,"JPL 38",,12.0,15.3,1.80,,,,6.94852897128151,.860158,JFc,15.,5.
"   85P/Boethin",54252,1.1346574522589409905748,0.7811606261503803994017,4.2952945910302675613934,37.61838460810365,359.3961137217372,20081212.7465637,"JPL 23",Y,,,,,,,11.8063909966417,.149899,JFc,,
"   86P/Wild 3",54587,2.3011283319585471573987,0.3659549047747090999571,15.447451799724120746759,179.1528568494786,72.58380197541607,20080519.9971457,"JPL 13",,14.0,17.6,0.86,,,,6.91415706005552,1.28654,JFc,11.0,5.0
"   87P/Bus",56870,2.101760731664442,.3890210684886514,2.600758107323592,24.71860995154904,181.8982979881928,20131219.5901405,"JPL 18",,13.5,16.1,0.56,,,,6.38033909484806,1.09733,ETc,11.,5.
"   88P/Howell",56981,1.358575249204774,.5629904901824762,4.382619246688301,235.9223559544946,56.69841663212579,20150406.2452542,"JPL K084/21",,12.0,,4.4,,,,5.48147475051531,.3489,JFc,10.,
"   89P/Russell 2",54952,2.2799422427098381405130,0.3992295140228890870659,12.032305206332660318935,249.3204450596951,42.39249667045058,20090817.1700920,"JPL 16",,9.5,16.2,2.8,,,,7.39317670961492,1.29774,JFc,19.,5.
"   90P/Gehrels 1",52680,2.96591125336907,0.509136733842498,9.61527473301573,28.23751090828684,13.51663373905199,20020623.1147373,"JPL 20",,9.5,,7.8,,,,14.8526733822416,1.97793,JFc,10.0,
"   91P/Russell 3",56544,2.616717462328105,.3290816622224581,14.07524719718066,354.6270701675999,247.8703122143508,20130301.0944423,"JPL 30",,11.5,,,,,,7.70262859730285,1.60318,JFc,10.0,
"   92P/Sanguin",56978,1.82548647354457,.659521857266038,19.44339335368171,163.803446171066,181.4588352419611,20150301.2222094,"JPL 27",,10.5,,2.38,,,,12.4148728298874,.826382,JFc,15.0,
"   93P/Lovas 1",54891,1.7040964371192679482902,0.6119295988335800018376,12.219821310157579219435,74.64672258105206,339.9202114205281,20071217.3589207,"JPL 48",,12.8,14.6,,,,,9.20203065177523,.761015,JFc,9.,5.
"   94P/Russell 4",56978,2.231513148504703,.3643393443019072,6.184650321732615,92.71652076646342,70.89373291605817,20161027.7012729,"JPL 35",,13.3,,,,,,6.57762909004139,1.24922,ETc,9.,
"   96P/Machholz 1",56541,.123748853063562,.9592118287498192,58.31221423529453,14.75774840136655,94.32323631127545,20120714.8225194,"JPL 53",Y,13.3,16.5,6.4,,,,5.28467914883847,.333731,JFC,11.,5.
"   97P/Metcalf-Brewington",56978,2.60228748065171,.4576905441669232,17.8733761951088,228.2848100332643,185.2024136716993,20110820.2014647,"JPL K113/7",,4.,15.5,3.4,,,,10.5116367695443,1.65011,JFc,20.0,5.0
"   98P/Takamizawa",56717,1.673383969949164,.5605977808221723,10.54421204182212,157.8742443878394,114.7417165616202,20130805.3573338,"JPL 15",,14.3,,5.4,,,,7.43204344767768,.660877,JFc,10.,
"   99P/Kowal 1",55380,4.743442561550082,.2287716907957943,4.332540940374086,174.6153280631434,28.20833810963109,20070128.8083513,"JPL K072/22",,5.5,11.5,10.2,,,,15.2536658124824,3.74115,JFc,14.,5.
"  100P/Hartley 1",55900,1.990884094209341,.4172170400828409,25.66151100521957,182.0166667181864,37.81685002953401,20091205.9066518,"JPL K095/1",,8.,,,,,,6.31417915691779,.98467,JFc,25.0,
"  101P/Chernykh",53795,2.35062297650062,0.594171114197868,5.07933498518651,263.1723818254981,130.271019940504,20051225.3388670,"JPL K051/1",,9.8,14.1,5.6,,,,13.9401752663891,1.36158,JFc,15.,5.
"  101P/Chernykh-B",53730,2.35052302317501,0.59472156321091,5.07827909207403,263.1867780154515,130.2324471061459,20051224.3901379,"JPL 3",,13.0,,,,,,13.9676942683486,1.3631,JFc,10,
"  102P/Shoemaker 1",56717,1.968559313878646,.4729510635048332,26.24763360906397,18.80153804163205,339.8562119379991,20130901.2806969,"JPL K133/4",,15.7,,3.2,,,,7.21862610252505,.97348,JFc,7.,
"  103P/Hartley 2",56981,1.064195154203179,.6937804720128784,13.6042724340803,181.3222857728302,219.7487450736021,20170420.3230301,"JPL 252",Y,14.7,,1.6,,,18.1,6.47874361345838,.0720049,JFc,8.,
"  104P/Kowal 2",53080,1.39610301313586,0.585324681723579,15.4893777512993,192.0354054308435,246.0837406469791,20040509.1792968,"JPL K043/16",,10.5,,2.0,,,,6.17763320847373,.414158,JFc,15.0,
"  105P/Singer Brewster",56364,2.050520326099825,.4090801715603757,9.170894334227624,46.63529856040196,192.4125590772428,20120226.0536567,"JPL 36",,12.6,16.3,2.2,,,,6.46415074421683,1.05143,JFc,13.,5.
"  106P/Schuster",56981,1.546071155635674,.5884639365388364,20.14765731475268,355.9255203777124,50.54074821943985,20140720.1644903,"JPL 19",,11.5,15.9,1.88,,,,7.28183058102341,.556234,JFc,18.,5.
"  108P/Ciffreo",56981,1.708835252132142,.5431205683406714,13.0975559527985,358.0739415798752,53.67097043042533,20141018.4166371,"JPL 25",,10.0,15.9,3.2,,,,7.23362655261741,.719416,JFc,22.,5.
"  109P/Swift-Tuttle",50000,0.959516155068868,0.963225755046038,113.453816997171,152.9821676305871,139.3811920815948,19921211.9997846,"JPL 32",Y,4.5,8.5,26,,,,133.281843840173,.000892135,HTC,15.0,10.0
"  110P/Hartley 3",56978,2.475364199430921,.3144824123375834,11.69357460707828,167.7505578205168,287.7141014663158,20141217.7931078,"JPL 46",,7.5,13.5,4.3,,,,6.86181426271483,1.493,JFc,19.,5.
"  111P/Helin-Roman-Crockett",56320,3.704303387230362,.1096207704078609,4.228807042165645,3.37794152502789,89.79399820609125,20130130.6292399,"JPL 8",,11.5,,1.2,,,,8.48604821158179,2.72099,ETc,10.0,
"  112P/Urata-Niijima",56717,1.455106816255276,.5880891107121575,24.20298404102166,21.43969131331588,31.91436562161548,20130624.2796169,"JPL 24",,15.1,18.0,1.8,,,,6.63965639824882,.480336,JFc,17.,5.
"  113P/Spitaler",56981,2.118899154918863,.4245645325499507,5.775934219006018,50.00922833072324,14.38655448926696,20150423.7210941,"JPL 33",,13.0,16.1,2.2,,,,7.06608234455054,1.13713,JFc,13.,5.
"  114P/Wiseman-Skiff",56717,1.574915425025392,.5553841362061995,18.28405195542122,172.8342430900015,271.0542474325339,20130513.8589253,"JPL 40",,12.9,,1.56,,,,6.66678770605955,.591664,JFc,15.,
"  115P/Maury",56364,2.039698918025612,.5211645777049814,11.68738422710921,120.4104598679621,176.5030959275626,20111007.3672228,"JPL 16",,10.5,,2.22,,,,8.7918019263794,1.05221,JFc,15.0,
"  116P/Wild 4",57000,2.185402045373164,.372636194678275,3.607610579987559,173.4345600833859,21.02042809640805,20160111.8827306,"JPL 108",,6.3,12.7,,,,,6.50168659760835,1.18601,ETc,18.,5.
"  117P/Helin-Roman-Alu 1",56978,3.056179930921666,.2538841889696773,8.696948983247918,222.6580910194837,58.89007491157847,20140327.0137593,"JPL K143/9",,6.4,11.3,9,,,,8.29024216054805,2.0469,JFc,14.,5.
"  118P/Shoemaker-Levy 4",56870,1.980290324306882,.4284008514317814,8.513139576862198,302.2822800881896,151.728670827085,20160616.7371980,"JPL 50",,10.4,13.9,4.8,,,,6.44858072353747,1.0111,JFc,13.,5.
"  119P/Parker-Hartley",56978,3.02660532586219,.2935345629863014,5.192141999707198,181.3882737780649,244.0752700314905,20140402.9299506,"JPL 47",,2.0,,,,,,8.86758808480183,2.03975,JFc,23.0,
"  120P/Mueller 1",56717,2.727559077565098,.340813229617001,8.795942531284931,30.28447308525833,4.273039036177162,20130222.6673811,"JPL 18",,5.0,,3.0,,,,8.41698837236592,1.73629,JFc,25.0,
"  121P/Shoemaker-Holt 2",56799,3.753885227041634,.1850207770465562,20.15632999420141,12.08068314388462,94.20597607904955,20130905.0792705,"JPL 39",,1.5,,3.24,,,,9.88575588670178,2.77344,JFc,25.0,
"  122P/de Vico",50280,0.6593373359243723808020,0.9627088867609727707019,85.382753114444753350653,12.99609193700053,79.62450068849807,19951006.0001734,"JPL 27",Y,7.5,,,,,,74.3466977284963,.316817,HTC,10,
"  123P/West-Hartley",56080,2.128713944221556,.4486260518570287,15.35692933600887,102.8202036859696,46.59827632105053,20110704.4884528,"JPL 63",,6.0,,,,,,7.58603420157642,1.20035,JFc,21.0,
"  124P/Mrkos",56981,1.645413829236845,.5039293007848538,31.52850050659767,183.7250935905468,.4114066567933221,20140409.6362671,"JPL 36",,13.8,16.7,,,,,6.04095433940742,.648134,JFc,15.,5.
"  125P/Spacewatch",56717,1.525011671822324,.5123227175298782,9.987206495466085,87.19442972903114,153.1883881600926,20130216.9469329,"JPL 24",,12.9,16.5,1.6,,,,5.52992403963982,.555656,JFc,16.,5.
"  126P/IRAS",56364,1.717813367167046,.6957724986244791,45.80272010221584,356.7748973871472,357.7993210662704,20100222.1436317,"JPL 17",,8.8,14.4,3.2,,,,13.4175883366531,.712427,JFC,17.,5.
"  127P/Holt-Olmstead",54798,2.194774076983077,.3632637763005511,14.31290201004184,6.491130368480579,13.74780519397004,20091021.2828228,"JPL 18",,6.1,15.6,,,,,6.39961133739131,1.19683,JFc,33.,5.
"  128P/Shoemaker-Holt 1-A",50440,3.04727913297804,0.321040052243999,4.36156666889927,210.1922243172213,214.5291998793192,19971120.2041808,"JPL 10",,8.5,14.,,,,,9.50846309556443,2.06148,JFc,10,5
"  128P/Shoemaker-Holt 1-B",54475,3.0688282280832441806239,0.3199662500875177228998,4.3551498854065435750726,210.4329771088858,214.4165999198756,20070613.5578528,"JPL 30",,6.5,14.5,4.6,,,,9.58674933349649,2.08265,JFc,19.,5.
"  129P/Shoemaker-Levy 3",56981,3.913537296287467,.08581175760258633,3.442400338310652,309.2863824668743,184.9023484291536,20140209.4244879,"JPL 63",,11.9,,,,,,8.85745532816961,2.92831,ETc,9.,
"  130P/McNaught-Hughes",56364,2.084674680826109,.411707591006842,7.339980323306746,224.440632076287,89.70016224353954,20110627.2702729,"JPL 37",,10.5,,4.2,,,,6.67076702244711,1.07639,JFc,17.0,
"  131P/Mueller 2",56498,2.416370198703709,.3432245787360794,7.355097794656032,179.2763173970513,214.1980910464581,20120106.4278437,"JPL 33",,8.0,,,,,,7.05712924338311,1.42284,JFc,21.0,
"  132P/Helin-Roman-Alu 2",56981,1.907907620329526,.5323089959541165,5.777401161349164,221.1588150560269,178.3599525716306,20140521.7449313,"JPL 27",,10.0,,,,,,8.23959170226332,.91952,JFc,20.0,
"  134P/Kowal-Vavrova",56978,2.571339083752324,.5875351767385653,4.348485433967479,18.59222140247056,202.1167614535984,20140521.5146081,"JPL 18",,6.,14.,,,,,15.5656354448065,1.56337,JFc,15.0,5.0
"  135P/Shoemaker-Levy 8",51360,2.72110391884955,0.289567735861711,6.05010571542718,22.60841193194022,213.3175748030835,19991210.5942968,"JPL 11",,7.0,,3.8,,,,7.49621232286181,1.7115,JFc,17.0,
"  136P/Mueller 3",55440,2.963023091837149,.2934954758915328,9.426358149253621,225.089872755748,137.5546477151056,20071023.3431621,"JPL 24",,11.2,14.9,,,,,8.58891560966752,1.96919,JFc,11.,5.
"  137P/Shoemaker-Levy 2",54492,1.909510030887946,.5761005783395901,4.868891831739348,140.8120795210524,233.2884676643624,20090513.3747961,"JPL 24",,12.1,15.3,5.8,,,,9.5608583162704,.914044,JFc,12.,5.
"  138P/Shoemaker-Levy 7",56364,1.700342117142583,.5305272289353777,10.0855870317302,95.59377683043907,309.3978567354816,20120611.6499815,"JPL 18",,14.0,,,,,,6.89282190939713,.743541,JFc,15.0,
"  139P/Vaisala-Oterma",54952,3.4027529589799239140290,0.2469714049832185953636,2.3290243070995519936161,165.5320702572544,242.4482673818462,20080419.4251150,"JPL 31",,6.6,14.2,,,,,9.60586835604251,2.412,JFc,19.,5.
"  140P/Bowell-Skiff",51320,1.97187717420617,0.691761661370916,3.83582756854885,173.0867710151257,343.4564572071254,19990514.8119290,"JPL 25",,11.5,16.3,,,,,16.1807262009553,.981441,JFc,15,5
"  141P/Machholz 2-A",53480,0.752849878443384,0.750123959058633,12.7950633405702,149.2844343114263,246.1615904468121,20050228.2485008,"JPL 75",Y,12.0,,,,,,5.22978523604551,.105492,JFc,30.0,
"  141P/Machholz 2-D",51520,0.749005693539528,0.751062411225747,12.8118412445562,149.2918108441891,246.1336343426631,19991209.9552760,"JPL 11",Y,12.5,,,,,,5.21915461480777,.107814,JFc,30,
"  142P/Ge-Wang",56498,2.48851636928196,.4982387835727335,12.3068430478631,175.5507295650478,176.5169814916308,20100529.0121320,"JPL 16",,13.5,15.,,,,,11.0451932985843,1.48311,JFc,10,10
"  143P/Kowal-Mrkos",54771,2.538178983655038,.4100632896324184,4.689706326180621,320.7450388630581,245.3768716817654,20090612.1630662,"JPL 52",,11.5,14.6,,,,,8.92449056531333,1.53508,JFc,10.,5.
"  144P/Kushida",54841,1.4390074956830729568935,0.6277946381861101432519,4.1091696688249541580262,216.0971007035949,245.5605877675475,20090126.8598732,"JPL 12",,13.4,,,,,,7.60201721722905,.458452,JFc,11.,
"  145P/Shoemaker-Levy 5",56498,1.897436434068173,.5417922616394574,11.2835848034365,10.37025831833113,26.88488145145794,20170830.3723791,"JPL 21",,12.3,15.4,,,,,8.42685316253822,.905814,JFc,13.,5.
"  146P/Shoemaker-LINEAR",54587,1.4177439522677111050086,0.6479184283051104831230,23.079725682356599492095,316.8388036934592,53.56764881149829,20080521.3444778,"JPL 17",,14.0,18.3,,,,,8.08053221347584,.492464,JFc,16.,5.
"  147P/Kushida-Muramatsu",54801,2.7562341423379970173357,0.2760252083897379860033,2.3679635720599740977832,346.8408341847135,93.76206553452435,20080922.8684505,"JPL K083/2",,4.5,16.8,0.42,,,,7.4284327777262,1.77177,ETc,23.,5.
"  148P/Anderson-LINEAR",56981,1.692094660565482,.5394868658797854,3.681975527199941,6.687965226873082,89.78165395715551,20150613.7634670,"JPL 18",,12.6,16.3,,,,,7.04339676031035,.708444,JFc,15.,5.
"  149P/Mueller 4",55380,2.650899640999263,.3883606876177078,29.73448145382333,43.75899639163972,145.2643444594917,20100219.1691644,"JPL 9",,7.5,13.5,,,,,9.02308491877208,1.72759,JFc,20.0,10.0
"  150P/LONEOS",53222,1.762755222796115,.5468892567784036,18.50572471952346,245.6271082106642,272.5136084429362,20010323.8545035,"JPL 29",,13.0,16.2,,,,,7.67343252071265,.859556,JFc,16.,5.
"  151P/Helin",51680,2.531245941782487,.5661110388192186,4.715899610531435,215.3725366661693,143.5463982893733,20010923.5432823,"JPL 19",,10.,16.9,8.4,,,,14.0910000673617,1.5303,JFc,15.0,5.0
"  152P/Helin-Lawrence",56978,3.113418745495641,.3071587132794293,9.868045845529618,163.60386314,91.90172273996951,20120708.3993963,"JPL 54",,8.5,,,,,,9.52607215558652,2.09956,JFc,11.0,
"  153P/Ikeya-Zhang",52560,0.5071413158741447935184,0.9900975228715980236415,28.119879162537930739063,34.67316805083965,93.37026929285521,20020318.9807808,"JPL 73",,4.0,,,,,,366.510077153951,.330976,COM,15.0,
"  154P/Brewington",56981,1.606612163711684,.6712468263744569,17.84903869425659,49.03425977259998,343.4516104323735,20131212.5628120,"JPL 30",,5.0,,,,,,10.8036336111419,.665887,JFc,18.0,
"  155P/Shoemaker 3",52800,1.81334212453424,0.726672673927576,6.38589343013616,14.9109113793261,97.2645008064834,20021214.8294411,"JPL 31",,10.,,,,,,17.0884726977508,.831376,JFc,12.0,
"  156P/Russell-LINEAR",56981,1.584877382831284,.5592413137351143,20.77630999616847,357.8346269325219,38.96495609336863,20140416.5970893,"JPL 20",,13.6,17.5,,,,,6.8186811705315,.592047,JFc,13.,5.
"  157P/Tritton",56364,1.357980392649968,.6021733441287879,7.28480307577117,148.8424398217783,300.0145173543461,20100221.3083364,"JPL 28",,11.1,16.8,,,,,6.30677928755579,.38062,JFc,23.,5.
"  158P/Kowal-LINEAR",54562,4.585106616741036,.02866567285978166,7.90844450274404,232.0936503974918,137.3072570185316,20120922.5590464,"JPL 91",,9.0,,,,,,10.2560293434301,3.58678,JFc,10.0,
"  159P/LONEOS",52939,3.650842652845554,.3808236713487229,23.4202571862728,4.987818773630607,55.161599697587,20040303.0074671,"JPL 29",,10.0,,,,,,14.3178022137962,2.66351,JFc,10.0,
"  160P/LINEAR",55150,2.070546283020159,.4789281005460789,17.27846551679494,17.99442092873236,337.0387712052208,20120918.2607461,"JPL 39",,13.0,,,,,,7.92116640468146,1.07064,JFc,10.0,
"  161P/Hartley-IRAS",52749,1.273433390358047,.8350738462769237,95.69806814972893,47.13845022529085,1.415670065293847,20050620.8646187,"JPL 59",Y,8.5,,,,,,21.4554810301242,.447763,HTC,10.0,
"  162P/Siding Spring",53529,1.227689026311197,.5972436348112535,27.84477766285879,356.3636965513109,31.25192352450559,20041110.2781842,"JPL 86",Y,13.5,,,,,,5.32202786384056,.232183,JFc,6.0,
"  163P/NEAT",56364,2.057094705655023,.4532292334851692,12.71791581387078,349.6686757408043,102.1156775440929,20120412.8118562,"JPL 33",,13.5,,,,,,7.29762767596445,1.07407,JFc,10.0,
"  164P/Christensen",55089,1.673576731780134,.5413243236729088,16.26844621608229,325.9430154098566,88.36447041997127,20110602.6094380,"JPL 57",,11.0,,,,,,6.96976412856103,.709307,JFc,10.0,
"  165P/LINEAR",52114,6.830370786315455,.6215837574912003,15.9052716892707,126.2053458940078,.6387082502039784,20000615.7914909,"JPL 49",,8.0,,,,,,76.6866857184551,5.87212,CTc,8.0,
"  166P/NEAT",52819,8.564303380618808,.3831014579229702,15.36840608994296,321.8788868930617,64.48884992736954,20020520.8408320,"JPL 50",,4.5,,,,,,51.7279957246515,7.58249,CTc,10.0,
"  167P/CINEOS",53075,11.78354759801997,.2699551843085261,19.12720756917645,343.6495125063299,295.8374388815109,20010409.9553237,"JPL 20",,,9.7,,,,,64.8482127275767,10.7718,CTc,,5.0
"  168P/Hergenrother",56364,1.414842609047295,.609558895880292,21.927923150458,13.95118353211078,356.4566376041315,20121001.9612760,"JPL 54",,7.0,15.2,,,,,6.89822093210036,.417969,JFc,45.,5.
"  169P/NEAT",54283,.6069558924759973,.7669369023710906,11.30467189031702,217.9759064340549,176.2211702605364,20050917.5286852,"JPL 112",Y,14.0,18.4,,,,8.369,4.20275069624082,.142618,JFc,13.,5.
