"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"120211","SN 2022aaoo","01:47:12.792","-56:28:44.57","SLSN-II","0.27","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bmeq","ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.708","cyan-ATLAS","2022-11-14 21:01:47.136","ATLAS_Bot1","","2022TNSTR3342....1T","2022TNSCR3631....1P",""
"120207","SN 2022aaok","09:15:00.834","+22:35:22.40","SN Ia-91bg-like","0.027214","","","ZTF, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Fink; Pan-STARRS; ZTF","ZTF22abunjts","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.92","r-ZTF","2022-11-17 09:50:24.000","ZTF_Bot1","","2022TNSTR3345....1F","2022TNSCR3393....1J",""
"120206","SN 2022aaoj","08:55:46.765","+36:04:08.27","SN Ia","0.077313","","","ZTF, Fink, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Fink; Pan-STARRS; ZTF","ZTF22abulmbx","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.8","r-ZTF","2022-11-17 09:43:12.000","ZTF_Bot1","","2022TNSTR3345....1F","2022TNSCR3368....1F",""
"120194","SN 2022aanx","05:35:05.231","-66:07:21.76","SN Ia","0.024","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22bmct","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","17.798","orange-ATLAS","2022-11-17 05:45:19.584","ATLAS_Bot1","","2022TNSTR3342....1T","2022TNSCR3641....1P",""
"120170","SN 2022aana","22:34:34.803","-27:29:11.78","SN Ia-pec","0.04","","","ZTF, ATLAS","ZTF, ATLAS","ePESSTO+","ATLAS; ZTF","ZTF22abtprtn","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT","1","1","","18.94","g-ZTF","2022-11-14 03:59:02.400","ZTF_Bot1","","2022TNSTR3335....1F","2022TNSCR3533....1G",""
"120158","SN 2022aamo","08:24:55.124","+29:56:31.49","SN Ia","0.07651","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS; ZTF","ZTF22abueufz","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18.66","g-ZTF","2022-11-16 09:38:52.800","ZTF_Bot1","","2022TNSTR3335....1F","2022TNSCR3357....1H",""
"120125","SN 2022aalh","00:09:54.723","-74:49:05.76","SN Ia","0.057","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22blyy","ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.302","cyan-ATLAS","2022-11-14 20:10:06.240","ATLAS_Bot1","","2022TNSTR3331....1T","2022TNSCR3356....1I",""
"120079","SN 2022aajn","07:08:15.557","+21:04:21.37","SN Ia","0.043","WISEA J070815.11+210422.3","","ALeRCE, ATLAS, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT","ALeRCE; ATLAS; Fink; Pan-STARRS","ZTF22abtybkh","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","18.846","r-ZTF","2022-11-15 09:49:16.003","ALeRCE","","2022TNSTR3318....1M","2022TNSCR3337....1H",""
"120068","SN 2022aajc","05:08:50.493","-26:25:34.85","SN Ic","0.073","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS","ATLAS22blyg","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, PS1 - GPC1","UH88 - SNIFS","1","1","","18.898","orange-ATLAS","2022-11-14 06:28:27.264","ATLAS_Bot1","","2022TNSTR3319....1T","2022TNSCR3357....1H",""
"120065","SN 2022aaiz","05:01:07.726","+06:30:40.36","SN Ia","0.078","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS22blyb","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","UH88 - SNIFS","1","1","","18.425","orange-ATLAS","2022-11-14 01:12:30.240","ATLAS_Bot1","","2022TNSTR3319....1T","2022TNSCR3390....1H",""
"120063","SN 2022aaix","08:57:06.160","-20:01:59.52","SN II","0.018556","ESO 563- G 035","0.018556","ALeRCE, GaiaAlerts","ZTF, GaiaAlerts","ePESSTO+, ZTF","ALeRCE; GaiaAlerts","ZTF22abtztxv","Gaia - Gaia-photometric, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P200 - DBSP","1","1","","18.5717","g-ZTF","2022-11-15 10:36:20.998","ALeRCE","","2022TNSTR3318....1M","2022TNSCR3336....1I, 2022TNSCR3616....1D",""
"120062","SN 2022aaiw","06:10:11.171","-27:35:53.17","SN Ia","0.055","","","ATLAS, ZTF","ATLAS, ZTF","ZTF, ePESSTO+","ATLAS; ZTF","ATLAS22blxw","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM","1","1","","18.414","orange-ATLAS","2022-11-14 05:48:06.336","ATLAS_Bot1","","2022TNSTR3319....1T","2022TNSCR3349....1J, 2022TNSCR3356....1I",""
"120056","SN 2022aaiq","14:26:32.011","+56:35:03.17","SN Ia","0.006484","NGC 5631","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","UCSC, None","ATLAS; Pan-STARRS; ZTF","","ATLAS-HKO - ATLAS-02, Other - Other, P48 - ZTF-Cam, PS2 - GPC2","Lick-3m - KAST, Other - Other","1","1","","16","Clear-","2022-11-15 01:22:48.000","Wiggins","","2022TNSTR3322....1W","2022TNSCR3347....1S, 2022TNSCR3577....1B",""
"120049","SN 2022aaij","12:20:39.648","-09:37:27.16","SN Ia","0.055","","","ZTF","ZTF","TCD","ZTF","ZTF22abtoves","P48 - ZTF-Cam","LT - SPRAT","1","1","","18.27","r-ZTF","2022-11-13 13:06:14.400","ZTF_Bot1","","2022TNSTR3310....1F","2022TNSCR3358....1T",""
"120045","SN 2022aaif","18:38:09.508","+66:51:35.13","SN Ia","0.0496","","","ATLAS, ZTF, Fink","ATLAS, ZTF","ZTF","ATLAS; Fink; ZTF","ATLAS22blwi","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.542","cyan-ATLAS","2022-11-14 05:47:51.648","ATLAS_Bot1","","2022TNSTR3305....1T","2022TNSCR3458....1F",""
"120022","SN 2022aahi","11:02:53.465","+28:29:13.16","SN II","0.071","SDSS J110253.31+282910.9","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF22abtsttg","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.6741","r-ZTF","2022-11-14 10:13:54.998","ALeRCE","","2022TNSTR3304....1M","2022TNSCR3664....1J",""
"120020","SN 2022aahg","10:24:00.284","-18:33:16.75","SN II","0.017","","","ZTF","ZTF","ZTF","ZTF","ZTF22abttbmf","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.8464","g-ZTF","2022-11-14 11:43:41.088","ZTF_CLU_PUBLIC","","2022TNSTR3311....1D","2022TNSCR3477....1S",""
"120004","SN 2022aagq","17:09:12.358","+40:55:12.52","SN Ia","0.027619","2MASX J17091212+4055211","0.02762","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF22abtpejn","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.0307","g-ZTF","2022-11-14 03:22:00.002","ALeRCE","","2022TNSTR3304....1M","2023TNSCR.112....1F",""
"120003","SN 2022aagp","09:10:41.905","+07:12:20.31","SN II","0.004908","SDSS J091041.84+071224.1","0.004921931","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","None","ALeRCE; ATLAS; Pan-STARRS","ZTF22abtspsw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","Other - Other","1","1","","15.7649","r-ZTF","2022-11-14 09:25:37.998","ALeRCE","","2022TNSTR3303....1M","2022TNSCR3326....1T",""
"119921","SN 2022aadl","14:00:43.309","+20:36:22.65","SN Ia","0.027844","SDSS J140043.14+203627.8","0.02784446","ALeRCE","ZTF","ZTF","ALeRCE","ZTF22abtowei","P48 - ZTF-Cam","P60 - SEDM","1","1","","17.1537","r-ZTF","2022-11-13 13:13:22.996","ALeRCE","","2022TNSTR3290....1F","2022TNSCR3416....1F",""
"119919","SN 2022aadj","03:49:45.144","-42:47:18.05","SN Ia","0.073","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22blua","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.952","orange-ATLAS","2022-11-13 06:27:50.112","ATLAS_Bot1","","2022TNSTR3292....1T","2022TNSCR3356....1I",""
"119917","SN 2022aadh","02:06:31.764","-02:43:16.23","SN Ia","0.076","","","ATLAS, YSE, Pan-STARRS","ATLAS, Pan-STARRS","SCAT, LiONS","ATLAS; Pan-STARRS; YSE","ATLAS22bltv","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, PS1 - GPC1","Lijiang-2.4m - YFOSC, UH88 - SNIFS","1","1","","18.792","orange-ATLAS","2022-11-13 10:47:48.768","ATLAS_Bot1","","2022TNSTR3292....1T","2022TNSCR3327....1H, 2022TNSCR3325....1L",""
"119900","SN 2022aacq","12:37:25.070","-05:24:25.27","SN Ia","0.047","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF22abtkkxz","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","17.94","r-ZTF","2022-11-12 13:01:55.200","ZTF_Bot1","","2022TNSTR3297....1F","2022TNSCR3359....1F",""
"119897","SN 2022aacn","00:44:26.430","+07:22:27.98","SN II","0.017522","WISEA J004427.16+072233.0","0.017522","ALeRCE, ATLAS, Pan-STARRS, GaiaAlerts","ZTF, ATLAS, Pan-STARRS, GaiaAlerts","SCAT","ALeRCE; ATLAS; GaiaAlerts; Pan-STARRS","ZTF22abtmrfr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","18.3968","r-ZTF","2022-11-13 06:50:07.999","ALeRCE","","2022TNSTR3290....1F","2022TNSCR3327....1H",""
"119894","SN 2022aack","07:52:30.839","-52:17:14.69","SN Ia","0.044","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22blso","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","18.898","orange-ATLAS","2022-11-05 07:13:59.232","ATLAS_Bot1","","2022TNSTR3292....1T","2022TNSCR3336....1I",""
"119854","SN 2022aaaw","01:06:10.645","+01:21:42.90","SN Ia","0.045","","","ZTF, YSE, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF, TCD, ePESSTO+","ATLAS; Pan-STARRS; YSE; ZTF","ZTF22abtextj","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","ESO-NTT - EFOSC2-NTT, LT - SPRAT, P60 - SEDM","1","1","","18.4","r-ZTF","2022-11-11 06:44:38.400","ZTF_Bot1","","2022TNSTR3297....1F","2022TNSCR3349....1J, 2022TNSCR3346....1T, 2022TNSCR3356....1I",""
"119847","SN 2022aaaq","02:28:23.789","-20:54:24.48","SN Ia","0.086","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ATLAS22blsf","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.391","orange-ATLAS","2022-11-11 22:20:17.664","ATLAS_Bot1","","2022TNSTR3292....1T","2022TNSCR3329....1F",""
"119844","SN 2022aaan","21:42:38.048","-31:27:45.68","SN IIn","0.111","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22blsb","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.637","orange-ATLAS","2022-11-11 19:38:27.168","ATLAS_Bot1","","2022TNSTR3292....1T","2022TNSCR3336....1I",""
"119838","SN 2022aaah","22:11:41.504","-35:22:47.79","SN Ia-91T-like","0.0313","","","ATLAS","ATLAS","SCAT","ATLAS","ATLAS22blqz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","UH88 - SNIFS","1","1","","18.162","orange-ATLAS","2022-11-07 18:31:13.152","ATLAS_Bot1","","2022TNSTR3291....1T","2022TNSCR3327....1H",""
"119834","SN 2022aaad","07:49:46.628","+73:39:34.00","SN II","0.01","","","ATLAS, ZTF, Fink, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","QUB","ATLAS; Fink; Pan-STARRS; ZTF","ATLAS22blqr","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, Other - Other, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","16.145","orange-ATLAS","2022-11-12 13:43:32.160","ATLAS_Bot1","","2022TNSTR3278....1T","2022TNSCR3299....1F",""
"119830","SN 2022zzz","12:23:26.403","+16:43:18.69","SN II","0.03051","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","","ATLAS-MLO - ATLAS-01, Other - Other, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.9","Clear-","2022-11-12 19:46:16.000","Itagaki","","2022TNSTR3280....1I","2022TNSCR3511....1P",""
"119793","SN 2022zyp","10:48:44.758","-04:07:48.17","SN Ia","0.072","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ATLAS22blqg","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.264","orange-ATLAS","2022-11-11 14:13:32.736","ATLAS_Bot1","","2022TNSTR3278....1T","2022TNSCR3359....1F",""
"119770","SN 2022zxt","08:40:16.380","+56:02:36.02","SN II","0.026","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF22abtcsyd","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.6251","g-ZTF","2022-11-12 07:42:04.032","ZTF_CLU_PUBLIC","","2022TNSTR3286....1D","2022TNSCR3360....1S",""
"119768","SN 2022zxr","12:55:06.354","+58:47:11.57","SN II","0.008745","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF22abtcyhv","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","16.649","r-ZTF","2022-11-10 11:46:32.160","ZTF_CLU_PUBLIC","","2022TNSTR3273....1D","2022TNSCR3301....1S",""
"119760","SN 2022zxj","00:00:51.580","-02:18:02.81","SN Ia","0.04","SDSS J000050.99-021802.3","","ALeRCE, ATLAS","ZTF, ATLAS","SCAT","ALeRCE; ATLAS","ZTF22abtekni","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.1203","g-ZTF","2022-11-11 05:13:26.999","ALeRCE","","2022TNSTR3269....1M","2022TNSCR3327....1H",""
"119751","SN 2022zxa","02:39:57.743","+10:27:34.52","SN II","0.025","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF22abtfczg","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.16","r-ZTF","2022-11-11 07:09:07.200","ZTF_Bot1","","2022TNSTR3272....1F","2022TNSCR3418....1H",""
"119745","SN 2022zwu","08:43:17.305","+52:45:28.89","SN Ia","0.058749","","","ZTF","ZTF","ZTF","ZTF","ZTF18acqnzso","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.59","g-ZTF","2022-11-04 08:48:28.800","ZTF_Bot1","","2022TNSTR3272....1F","2022TNSCR3288....1F",""
"119742","SN 2022zwr","21:50:11.592","-43:47:18.73","SN Ia","0.051292","","","ATLAS","ATLAS","None","ATLAS","ATLAS22blok","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","Other - Other","1","1","","17.746","orange-ATLAS","2022-11-10 18:48:27.360","ATLAS_Bot1","","2022TNSTR3270....1T","2022TNSCR3404....1H",""
"119723","SN 2022zvy","11:58:48.360","+19:39:46.01","SN Ia","0.08","SDSS J115848.43+193947.3","","ALeRCE, ATLAS","ZTF, ATLAS","ZTF","ALeRCE; ATLAS","ZTF22abtdbdt","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.7238","r-ZTF","2022-11-10 12:40:34.000","ALeRCE","","2022TNSTR3258....1M","2022TNSCR3416....1F",""
"119722","SN 2022zvx","02:05:07.530","+11:15:02.14","SN II","0.033","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","LiONS","ATLAS; Pan-STARRS; ZTF","ATLAS22blnt","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","Lijiang-2.4m - YFOSC","1","1","","18.574","orange-ATLAS","2022-11-10 10:04:27.264","ATLAS_Bot1","","2022TNSTR3259....1T","2022TNSCR3274....1L",""
"119719","SN 2022zvu","09:53:51.059","-07:47:33.66","SN Ia-91bg-like","0.019323","2MASX J09535103-0747341","0.01943","ALeRCE","ZTF","ZTF","ALeRCE","ZTF22abtcsar","P48 - ZTF-Cam","LT - SPRAT","1","1","","17.235","g-ZTF","2022-11-10 10:35:06.996","ALeRCE","","2022TNSTR3258....1M","2022TNSCR3435....1J",""
"119716","SN 2022zvr","11:38:32.584","-01:10:49.28","SN Ia","0.020715","SDSS J113833.27-011104.1","0.02075547","ALeRCE, ATLAS, AMPEL, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; AMPEL; ATLAS; Pan-STARRS","ZTF22abtdbnx","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","17.6804","r-ZTF","2022-11-10 12:42:49.000","ALeRCE","","2022TNSTR3257....1M","2022TNSCR3288....1F",""
"119715","SN 2022zvq","10:56:11.584","+19:42:54.74","SN Ia","0.076","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF22abswzyp","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.87","r-ZTF","2022-11-05 11:25:26.400","ZTF_Bot1","","2022TNSTR3263....1F","2022TNSCR3329....1F",""
"119693","SN 2022zuu","10:51:40.408","+24:08:51.10","SN Ia","0.0539","","","ATLAS","ATLAS","TCD","ATLAS","ATLAS22blmu","ATLAS-MLO - ATLAS-01","LT - SPRAT","1","1","","18.397","orange-ATLAS","2022-11-09 13:58:55.776","ATLAS_Bot1","","2022TNSTR3252....1T","2022TNSCR3414....1T",""
"119692","SN 2022zut","11:40:58.820","+11:28:10.92","SN Ia","0.003309","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","SGLF","ATLAS; Pan-STARRS; ZTF","ATLAS22blmm","ATLAS-MLO - ATLAS-01, Other - Other, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","14.55","orange-ATLAS","2022-11-09 14:36:56.736","ATLAS_Bot1","","2022TNSTR3252....1T","2022TNSCR3268....1P",""
"119677","SN 2022zue","10:37:37.072","-07:16:13.10","SN Ia","0.028823","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS22blmj","ATLAS-CHL - ATLAS-04, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","16.43","orange-ATLAS","2022-11-08 08:06:38.880","ATLAS_Bot1","","2022TNSTR3246....1T","2022TNSCR3359....1F",""
"119657","SN 2022ztk","11:01:39.186","-14:29:15.16","SN Ia","0.013","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ATLAS22bllw","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","LT - SPRAT","1","1","","16.376","orange-ATLAS","2022-11-08 01:54:21.024","ATLAS_Bot1","","2022TNSTR3246....1T","2022TNSCR3594....1H",""
"119645","SN 2022zsy","23:18:32.985","-11:25:40.40","SN Ia-91T-like","0.06","","","ATLAS, YSE, ZTF, Pan-STARRS","ATLAS, Pan-STARRS, ZTF","LiONS","ATLAS; Pan-STARRS; YSE; ZTF","ATLAS22bllm","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1, PS2 - GPC2","Lijiang-2.4m - YFOSC","1","1","","18.163","orange-ATLAS","2022-11-07 09:03:19.584","ATLAS_Bot1","","2022TNSTR3239....1T","2022TNSCR3249....1Z",""
"119643","SN 2022zsw","21:16:34.616","+02:43:48.50","SN Ia","0.042","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","None","ATLAS; Pan-STARRS","ATLAS22blli","ATLAS-MLO - ATLAS-01, ATLAS-STH - ATLAS-03, PS1 - GPC1","Other - Other","1","1","","18.148","orange-ATLAS","2022-11-07 07:00:50.400","ATLAS_Bot1","","2022TNSTR3239....1T","2022TNSCR3412....1B",""
"119589","SN 2022zqu","05:54:54.533","-22:57:47.43","SN Ia","0.052","","","ATLAS, ZTF, Fink","ATLAS, ZTF","ZTF","ATLAS; Fink; ZTF","ATLAS22blkv","ATLAS-CHL - ATLAS-04, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.625","orange-ATLAS","2022-11-06 06:30:29.088","ATLAS_Bot1","","2022TNSTR3233....1T","2022TNSCR3369....1P",""
"119518","SN 2022zob","11:02:58.783","+32:15:32.54","SN Ia","0.059323","SDSS J110259.06+321524.8","0.05932281","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF22abrredj","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.0162","g-ZTF","2022-11-05 10:58:26.003","ALeRCE","","2022TNSTR3227....1F","2022TNSCR3276....1F",""
"119517","SN 2022zoa","09:58:31.277","-02:49:14.89","SN Ia","0.047266","6dFGS gJ095831.1-024921","0.047356","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF22absxatm","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","18.7592","r-ZTF","2022-11-05 11:27:48.001","ALeRCE","","2022TNSTR3227....1F","2022TNSCR3470....1P",""
"119510","SN 2022znt","09:06:52.989","-41:47:07.02","SN II","0.017","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS22blkh","ATLAS-CHL - ATLAS-04","ESO-NTT - EFOSC2-NTT","1","1","","18.52","orange-ATLAS","2022-11-05 07:50:18.240","ATLAS_Bot1","","2022TNSTR3228....1T","2023TNSCR.240....1M",""
"119485","SN 2022zmv","13:00:42.955","+08:18:07.43","SN Ia","0.051","SDSS J130042.89+081809.7","","ALeRCE","ZTF","ZTF","ALeRCE","ZTF22abstbym","P48 - ZTF-Cam","P60 - SEDM","1","1","","17.5256","r-ZTF","2022-11-04 12:58:01.998","ALeRCE","","2022TNSTR3220....1M","2022TNSCR3300....1F",""
"119462","SN 2022zmb","10:38:43.180","+56:33:14.53","SN II","0.01449","SDSS J103843.15+563314.6","0.01448957","ALeRCE, ATLAS, Pan-STARRS, YSE","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS; YSE","ZTF22abssiet","ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.6121","r-ZTF","2022-11-04 11:21:43.998","ALeRCE","","2022TNSTR3220....1M","2022TNSCR3316....1S",""
"119460","SN 2022zlz","05:43:05.318","+00:37:14.76","SN Ic","0.014417","","","ATLAS, ZTF, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","SCAT","ATLAS; Pan-STARRS; ZTF","ATLAS22bljj","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18.318","orange-ATLAS","2022-11-04 06:11:38.112","ATLAS_Bot1","","2022TNSTR3221....1T","2022TNSCR3328....1H",""
"119414","SN 2022zkg","21:25:02.215","-39:49:08.19","SN Ib","","","","ATLAS","ATLAS","POISE","ATLAS","ATLAS22blgs","ATLAS-CHL - ATLAS-04","Magellan-Baade - IMACS","1","1","","18.279","orange-ATLAS","2022-11-03 02:08:40.704","ATLAS_Bot1","","2022TNSTR3215....1T","2022TNSCR3287....1H",""
"119413","SN 2022zkf","07:49:47.217","+30:02:37.03","SN Ia","0.058","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS22blgy","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","LT - SPRAT","1","1","","18.923","cyan-ATLAS","2022-11-02 13:43:01.920","ATLAS_Bot1","","2022TNSTR3215....1T","2022TNSCR3369....1P",""
"119412","SN 2022zke","04:56:21.656","+70:33:37.85","SN Ia","0.073","","","ATLAS, ZTF, Fink","ATLAS, ZTF","ZTF","ATLAS; Fink; ZTF","ATLAS22blgw","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.963","orange-ATLAS","2022-11-02 11:27:30.816","ATLAS_Bot1","","2022TNSTR3215....1T","2022TNSCR3359....1F",""
