"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Discovery Bibcode","Classification Bibcodes","Ext. catalog/s"
"124422","SN 2023bia","16:11:46.218","+37:27:45.81","SN II","0.032314","SDSS J161145.92+372740.3","0.03231402","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF23aabutcv","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.7412","r-ZTF","2023-02-04 12:20:00.001","ALeRCE","","2023TNSTR.281....1F","2023TNSCR.354....1J",""
"124421","SN 2023bhz","18:54:33.748","+45:15:40.67","SN II","0.1","WISEA J185433.70+451544.0","","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF23aabutzu","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","Lick-3m - KAST","1","1","","17.5463","r-ZTF","2023-02-04 12:56:09.997","ALeRCE","","2023TNSTR.281....1F","2023TNSCR.998....1W",""
"124409","SN 2023bhn","13:48:07.701","+46:06:38.32","SN Ia","0.06546","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20acwetyh","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.62","r-ZTF","2023-02-02 08:26:52.800","ZTF_Bot1","","2023TNSTR.285....1F","2023TNSCR.323....1F",""
"124408","SN 2023bhm","04:42:54.998","+00:37:06.32","SN Ia-91bg-like","0.015419","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS; ZTF","ZTF21abyguqw","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18.11","g-ZTF","2023-02-02 03:18:43.200","ZTF_Bot1","","2023TNSTR.285....1F","2023TNSCR.299....1H",""
"124405","SN 2023bhj","07:41:19.075","+72:50:39.57","SN Ia","0.075","","","ZTF","ZTF","ZTF","ZTF","ZTF23aabtarg","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.69","r-ZTF","2023-02-04 05:19:40.800","ZTF_Bot1","","2023TNSTR.285....1F","2023TNSCR.312....1F",""
"124399","SN 2023bhd","16:19:30.015","+18:28:45.80","SN Ia","0.045387","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF23aabutwh","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","17.98","r-ZTF","2023-02-04 12:50:24.000","ZTF_Bot1","","2023TNSTR.285....1F","2023TNSCR.389....1F",""
"124397","SN 2023bhb","12:14:43.414","+19:10:05.21","SN Ia","0.028135","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF23aabtfho","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.15","g-ZTF","2023-02-04 08:25:26.400","ZTF_Bot1","","2023TNSTR.285....1F","2023TNSCR.302....1M",""
"124395","SN 2023bgz","09:58:33.342","-24:51:25.51","SN Ia","0.074","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF23aabtjoj","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.62","g-ZTF","2023-02-04 08:02:24.000","ZTF_Bot1","","2023TNSTR.285....1F","2023TNSCR.408....1F",""
"124393","SN 2023bgx","11:46:28.637","+05:43:23.79","SN Ia","0.073","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF23aabtjdm","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.75","g-ZTF","2023-02-04 07:49:26.400","ZTF_Bot1","","2023TNSTR.285....1F","2023TNSCR.389....1F",""
"124370","SN 2023bgj","06:25:48.060","-37:46:27.44","SN IIn","0.055","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS; GaiaAlerts","ATLAS23brd","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.675","orange-ATLAS","2023-02-03 02:47:15.360","ATLAS_Bot1","","2023TNSTR.274....1T","2023TNSCR.321....1P",""
"124362","SN 2023bgb","13:11:57.360","-58:32:16.00","SN Ia","0.025","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS23bqz","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.177","orange-ATLAS","2023-02-03 00:13:58.080","ATLAS_Bot1","","2023TNSTR.274....1T","2023TNSCR.321....1P",""
"124360","SN 2023bfz","01:55:21.100","+46:33:21.10","SN Ia","0.021908","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF23aabsice","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.72","g-ZTF","2023-02-03 03:44:38.400","ZTF_Bot1","","2023TNSTR.276....1F","2023TNSCR.286....1F",""
"124353","SN 2023bfs","14:04:57.394","+25:01:30.85","SN II","0.035251","SDSS J140457.37+250132.8","0.03525086","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF23aabrson","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.8382","r-ZTF","2023-02-02 11:25:19.998","ALeRCE","","2023TNSTR.262....1F","2023TNSCR.384....1S",""
"124351","SN 2023bfq","10:04:05.284","+27:18:53.34","SN Ia","0.054","SDSS J100405.11+271857.6","0.05203264","ALeRCE, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF23aabrtmn","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.3463","g-ZTF","2023-02-02 11:36:07.998","ALeRCE","","2023TNSTR.262....1F","2023TNSCR.332....1F",""
"124335","SN 2023bfa","12:52:27.402","+78:57:53.44","SN Ia","0.032","2MFGC 10151","","XOSS, ALeRCE, ATLAS","XOSS, ZTF, ATLAS","None","ALeRCE; ATLAS; XOSS","XM95MZ","ATLAS-HKO - ATLAS-02, Other - Other, P48 - ZTF-Cam","Other - Other","1","1","","18","Clear-","2023-02-02 17:30:33.120","Zhang","","2023TNSTR.267....1Z","2023TNSCR.345....1B",""
"124322","SN 2023ben","10:25:48.019","+38:20:14.60","SN II","0.054427","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF23aabnyfa","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.69","r-ZTF","2023-02-02 07:12:00.000","ZTF_Bot1","","2023TNSTR.268....1F","2023TNSCR.410....1S",""
"124321","SN 2023bem","13:10:50.544","-12:27:29.02","SN Ia","0.046","","","ATLAS","ATLAS","ePESSTO+","ATLAS","ATLAS23bqo","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03","ESO-NTT - EFOSC2-NTT","1","1","","18.782","orange-ATLAS","2023-02-02 00:22:34.752","ATLAS_Bot1","","2023TNSTR.263....1T","2023TNSCR.382....1R",""
"124315","SN 2023beg","15:08:25.840","-40:04:25.75","SN Ia","0.05","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS; GaiaAlerts","ATLAS23bqk","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","18.622","orange-ATLAS","2023-02-01 08:15:37.152","ATLAS_Bot1","","2023TNSTR.255....1T","2023TNSCR.321....1P",""
"124313","SN 2023bee","08:56:11.620","-03:19:32.05","SN Ia","0.006698","NGC2708","","DLT40, ATLAS, ZTF, YSE, Fink, GaiaAlerts","DLT40, ATLAS, ZTF, Pan-STARRS, GaiaAlerts","LiONS, Global SN Project","ATLAS; DLT40; Fink; GaiaAlerts; Pan-STARRS; YSE; ZTF","DLT23b","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, Other - Other, P48 - ZTF-Cam, PS1 - GPC1","FTS - FLOYDS-S, Lijiang-2.4m - YFOSC","1","1","","17.2621","Clear-","2023-02-01 17:59:54.816","DLT40_bot1","","2023TNSTR.256....1A","2023TNSCR.260....1Z, 2023TNSCR.277....1H",""
"124307","SN 2023bdy","12:57:18.340","+48:16:09.95","SN Ia","0.065113","","","GaiaAlerts, ZTF","GaiaAlerts, ZTF","ZTF","GaiaAlerts; ZTF","Gaia23amy","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.03","G-Gaia","2023-01-31 05:16:48.000","Gaia_Bot1","","2023TNSTR.257....1H","2023TNSCR.389....1F",""
"124263","SN 2023bch","14:54:16.639","+42:33:29.05","SN Ia","0.017912","NGC 5784","0.018","ASAS-SN","ASAS-SN","None","ASAS-SN","ASASSN-23am","ASASSN-1 - Brutus, ASASSN-4 - Leavitt","Other - Other","1","1","","15.4","","2023-01-30 09:07:12.000","Stanek","","2023TNSTR.248....1S","2023TNSCR.261....1B",""
"124232","SN 2023bbd","13:48:24.360","-43:14:59.28","SN Ia","0.043","PGC551079","","ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts","MeerLICHT","ASAS-SN; GaiaAlerts","ASASSN-23aj","ASASSN-2 - Cassius, Gaia - Gaia-photometric","Other - Other","1","1","","17.1","g-Sloan","2023-01-28 06:43:12.000","Stanek","","2023TNSTR.235....1S","2023TNSCR1127....1M",""
"124199","SN 2023azx","12:03:18.247","-16:00:13.33","SN II","0.0116","","","ATLAS, ALeRCE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","ePESSTO+","ALeRCE; ATLAS; Pan-STARRS","ATLAS23bmu","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT","1","1","","18.679","cyan-ATLAS","2023-01-28 01:22:58.368","ATLAS_Bot1","","2023TNSTR.222....1T","2023TNSCR.246....1J",""
"124196","SN 2023azu","07:26:33.780","-84:31:13.01","SN Ia","0.0155","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","ePESSTO+","ATLAS; GaiaAlerts","ATLAS23bmo","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.838","orange-ATLAS","2023-01-28 04:35:45.600","ATLAS_Bot1","","2023TNSTR.222....1T","2023TNSCR.246....1J",""
"124180","SN 2023azg","18:18:09.277","+43:03:33.42","SN Ia","0.069","","","ZTF, Pan-STARRS","ZTF, Pan-STARRS","ZTF","Pan-STARRS; ZTF","ZTF23aaawcpz","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.24","r-ZTF","2023-01-23 12:18:43.200","ZTF_Bot1","","2023TNSTR.227....1F","2023TNSCR.271....1F",""
"124141","SN 2023axu","06:45:55.320","-18:13:53.47","SN II","","NGC2283","","DLT40, ATLAS, ZTF, GaiaAlerts","DLT40, ATLAS, ZTF, GaiaAlerts","DLT40, LiONS","ATLAS; DLT40; GaiaAlerts; ZTF","DLT23a","ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, Other - Other, P48 - ZTF-Cam","Lick-3m - KAST, Lijiang-2.4m - YFOSC","1","1","","15.6404","Clear-","2023-01-28 02:47:21.408","DLT40_bot1","","2023TNSTR.223....1S","2023TNSCR.230....1B, 2023TNSCR.241....1L",""
"124108","SN 2023awo","17:42:00.729","+46:43:48.83","SN Ia","0.073","","","ZTF","ZTF","ZTF","ZTF","ZTF23aaawbmw","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.44","r-ZTF","2023-01-23 12:14:24.000","ZTF_Bot1","","2023TNSTR.217....1F","2023TNSCR.389....1F",""
"124085","SN 2023avt","09:48:19.526","-03:43:50.16","SN II","0.013","","","ATLAS, SGLF, ZTF, Pan-STARRS","ATLAS, SGLF, ZTF, Pan-STARRS","LiONS, ePESSTO+","ATLAS; Pan-STARRS; SGLF; ZTF","ATLAS23bko","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, LCO1m - Sinistro, P48 - ZTF-Cam, PS2 - GPC2","ESO-NTT - EFOSC2-NTT, Lijiang-2.4m - YFOSC","1","1","","18.47","orange-ATLAS","2023-01-27 04:51:56.736","ATLAS_Bot1","","2023TNSTR.211....1T","2023TNSCR.241....1L, 2023TNSCR.240....1M",""
"124081","SN 2023avq","18:56:19.780","-68:34:18.23","SN II","0.014","","","GaiaAlerts, ATLAS","GaiaAlerts, ATLAS","ePESSTO+","ATLAS; GaiaAlerts","Gaia23alc","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric","ESO-NTT - EFOSC2-NTT","1","1","","17.66","G-Gaia","2023-01-25 09:05:45.600","Gaia_Bot1","","2023TNSTR.213....1H","2023TNSCR.826....1K",""
"124075","SN 2023avk","14:40:41.469","+13:28:43.93","SN IIP","0.03","","","YSE","Pan-STARRS","None","Pan-STARRS; YSE","PS23va","PS2 - GPC2","Gemini-S - GMOS-S","1","1","","18.77","i-P1","2023-01-26 15:28:34.176","YSE_Bot1","","2023TNSTR.204....1J","2023TNSCR.711....1J",""
"124031","SN 2023aub","13:18:31.130","-31:37:49.58","SN II","0.012185","","","ATLAS, GaiaAlerts","ATLAS, GaiaAlerts","Global SN Project","ATLAS; GaiaAlerts","ATLAS23bka","ATLAS-CHL - ATLAS-04, Gaia - Gaia-photometric","FTS - FLOYDS-S","1","1","","16.992","orange-ATLAS","2023-01-26 07:26:24.000","ATLAS_Bot1","","2023TNSTR.200....1T","2023TNSCR.218....1P",""
"123930","SN 2023aqi","16:50:11.102","+35:27:16.87","SN Ia","0.065","","","ZTF, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ATLAS; Pan-STARRS; ZTF","ZTF23aaawbhh","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.81","g-ZTF","2023-01-23 11:44:09.600","ZTF_Bot1","","2023TNSTR.194....1F","2023TNSCR.219....1F",""
"123899","SN 2023apg","17:37:57.620","+60:52:56.96","SN Ic","0.031","","","ZTF, GaiaAlerts, Fink, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ATLAS; Fink; GaiaAlerts; ZTF","ZTF23aaawbre","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.61","r-ZTF","2023-01-23 12:15:50.400","ZTF_Bot1","","2023TNSTR.194....1F","2023TNSCR.300....1J",""
"123898","SN 2023apf","14:22:13.900","+17:23:55.43","SN Ia","0.053096","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF23aaazett","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.66","g-ZTF","2023-01-25 09:14:24.000","ZTF_Bot1","","2023TNSTR.194....1F","2023TNSCR.323....1F",""
"123897","SN 2023ape","15:30:08.921","+30:11:16.49","SN Ia","0.073","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF23aaavxzf","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.81","g-ZTF","2023-01-23 11:42:43.200","ZTF_Bot1","","2023TNSTR.194....1F","2023TNSCR.232....1F",""
"123891","SN 2023aoy","08:28:00.128","+36:48:06.89","SN Ia","0.07117","","","ZTF","ZTF","ZTF","ZTF","ZTF23aaanyts","P48 - ZTF-Cam","Keck1 - LRIS","1","1","","18.81","g-ZTF","2023-01-23 07:53:45.600","ZTF_Bot1","","2023TNSTR.194....1F","2023TNSCR.623....1P",""
"123870","SN 2023aod","06:08:26.875","+51:07:09.73","SN Ia","0.07","","","Pan-STARRS","Pan-STARRS","SCAT","Pan-STARRS","PS23sl","PS2 - GPC2","UH88 - SNIFS","1","1","","18.74","w-P1","2023-01-19 08:52:30.720","PS1_Bot1","","2023TNSTR.180....1C","2023TNSCR.196....1H",""
"123816","SN 2023amc","18:36:27.640","+10:20:44.12","SN II","0.01","WISEA J183627.79+102045.9","","ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ALeRCE; ATLAS; GaiaAlerts","ZTF23aaaziou","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.6269","r-ZTF","2023-01-24 13:36:12.997","ALeRCE","","2023TNSTR.177....1M","2023TNSCR.234....1S",""
"123813","SN 2023amb","12:38:37.993","-07:20:59.92","SN Ia","0.11","","","ATLAS, Pan-STARRS","ATLAS, Pan-STARRS","SCAT","ATLAS; Pan-STARRS","ATLAS23azs","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, PS2 - GPC2","UH88 - SNIFS","1","1","","18.934","cyan-ATLAS","2023-01-21 01:21:57.888","ATLAS_Bot1","","2023TNSTR.178....1T","2023TNSCR.196....1H",""
"123793","SN 2023ali","15:48:39.790","-08:18:24.19","SN II","0.096","","","ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF23aaawatw","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, Gaia - Gaia-photometric, P48 - ZTF-Cam","Keck1 - LRIS","1","1","","18.13","r-ZTF","2023-01-23 12:08:38.400","ZTF_Bot1","","2023TNSTR.182....1F","2023TNSCR.842....1S",""
"123792","SN 2023alh","15:48:07.273","-08:46:15.75","SN Ia","0.066","","","ZTF, ATLAS, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","None","ATLAS; Pan-STARRS; ZTF","ZTF23aaazbsu","ATLAS-HKO - ATLAS-02, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS1 - GPC1","LT - SPRAT","1","1","","18.31","r-ZTF","2023-01-23 12:08:38.400","ZTF_Bot1","","2023TNSTR.182....1F","2023TNSCR.482....1W",""
"123790","SN 2023alf","13:49:51.196","-13:12:14.18","SN Ia","0.033","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF23aaayzbm","ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.41","r-ZTF","2023-01-24 11:29:45.600","ZTF_Bot1","","2023TNSTR.182....1F","2023TNSCR.232....1F",""
"123773","SN 2023akp","15:37:25.513","+10:37:37.05","SN II","0.03995","","","ATLAS, ZTF, YSE, Pan-STARRS","ATLAS, ZTF, Pan-STARRS","SCAT","ATLAS; Pan-STARRS; YSE; ZTF","ATLAS23bhu","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18.576","orange-ATLAS","2023-01-24 13:54:40.896","ATLAS_Bot1","","2023TNSTR.178....1T","2023TNSCR.196....1H",""
"123726","SN 2023aiw","16:31:09.060","+39:47:20.62","SN Ia","0.03","","","GaiaAlerts, ZTF, ATLAS, Pan-STARRS","GaiaAlerts, ZTF, ATLAS, Pan-STARRS","ZTF","ATLAS; GaiaAlerts; Pan-STARRS; ZTF","Gaia23akh","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","17.3","G-Gaia","2023-01-23 17:28:19.200","Gaia_Bot1","","2023TNSTR.179....1H","2023TNSCR.219....1F",""
"123677","SN 2023agz","11:33:31.072","+10:59:45.84","SN Ia","0.08067","","","ZTF, YSE","ZTF, Pan-STARRS","SCAT","Pan-STARRS; YSE; ZTF","ZTF23aaaypgq","P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","18.58","r-ZTF","2023-01-21 10:10:33.600","ZTF_Bot1","","2023TNSTR.182....1F","2023TNSCR.196....1H",""
"123674","SN 2023agw","11:58:52.032","+01:43:45.55","SN Ia","0.07849","","","ZTF","ZTF","SCAT","ZTF","ZTF23aaaymmz","P48 - ZTF-Cam","UH88 - SNIFS","1","1","","18.85","g-ZTF","2023-01-24 09:56:09.600","ZTF_Bot1","","2023TNSTR.182....1F","2023TNSCR.196....1H",""
"123664","SN 2023agm","12:20:44.120","+47:39:47.99","SN Ia","0.063","","","ATLAS, ALeRCE, GaiaAlerts","ATLAS, ZTF, GaiaAlerts","ZTF","ALeRCE; ATLAS; GaiaAlerts","ATLAS23beq","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.677","orange-ATLAS","2023-01-23 15:13:33.888","ATLAS_Bot1","","2023TNSTR.178....1T","2023TNSCR.219....1F",""
"123646","SN 2023afu","13:52:11.399","-14:42:12.64","SN II","0.035","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF20acwflza","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam","P60 - SEDM","1","1","","17.96","r-ZTF","2023-01-07 12:31:40.800","ZTF_Bot1","","2023TNSTR.182....1F","2023TNSCR.187....1S",""
"123627","SN 2023afd","16:34:29.794","+43:23:56.88","SN Ia","0.064","","","ZTF","ZTF","ZTF","ZTF","ZTF23aaawbmy","P48 - ZTF-Cam","P60 - SEDM","1","1","","18.62","r-ZTF","2023-01-23 10:22:04.800","ZTF_Bot1","","2023TNSTR.169....1F","2023TNSCR.232....1F",""
"123625","SN 2023afb","05:49:17.300","+60:40:08.04","SN Ia","0.047","MCG+10-09-003","0.04436","ALeRCE, GaiaAlerts","ZTF, GaiaAlerts","ZTF","ALeRCE; GaiaAlerts","ZTF23aaatixf","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.2209","r-ZTF","2023-01-23 05:19:20.997","ALeRCE","","2023TNSTR.166....1M","2023TNSCR.198....1F",""
"123623","SN 2023aez","14:40:16.049","+10:23:51.26","SN Ia","0.04","SDSS J144016.12+102351.0","","ALeRCE, ATLAS, YSE, Fink, Pan-STARRS","ZTF, ATLAS, Pan-STARRS","SCAT","ALeRCE; ATLAS; Fink; Pan-STARRS; YSE","ZTF23aaavsyk","ATLAS-CHL - ATLAS-04, ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","18.569","r-ZTF","2023-01-23 10:25:39.996","ALeRCE","","2023TNSTR.166....1M","2023TNSCR.196....1H",""
"123620","SN 2023aew","17:40:51.370","+66:12:22.75","SN IIb","0.025","SDSS J174050.55+661220.7","","ALeRCE, GaiaAlerts, ATLAS, MASTER","ZTF, GaiaAlerts, ATLAS, MASTER","ZTF","ALeRCE; ATLAS; GaiaAlerts; MASTER","ZTF23aaawbsc","ATLAS-HKO - ATLAS-02, Gaia - Gaia-photometric, Other - Other, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.0549","r-ZTF","2023-01-23 12:15:50.003","ALeRCE","","2023TNSTR.166....1M","2023TNSCR.750....1W",""
"123618","SN 2023aeu","16:47:59.390","+49:00:39.31","SN Ia","0.049","","","ZTF, GaiaAlerts","ZTF, GaiaAlerts","ZTF","GaiaAlerts; ZTF","ZTF23aaahuzf","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","19","r-ZTF","2023-01-12 12:25:55.200","ZTF_Bot1","","2023TNSTR.169....1F","2023TNSCR.198....1F",""
"123606","SN 2023ael","17:14:41.460","+66:51:22.07","SN Ia","0.08","","","GaiaAlerts, ZTF","GaiaAlerts, ZTF","ZTF","GaiaAlerts; ZTF","Gaia23ajs","Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.57","G-Gaia","2023-01-21 23:02:24.000","Gaia_Bot1","","2023TNSTR.168....1H","2023TNSCR.354....1J",""
"123600","SN 2023aeh","08:26:22.933","+08:25:16.63","SN IIP","0.045911","","","ATLAS, Pan-STARRS, ZTF","ATLAS, Pan-STARRS, ZTF","SCAT","ATLAS; Pan-STARRS; ZTF","ATLAS23bdb","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, P48 - ZTF-Cam, PS2 - GPC2","UH88 - SNIFS","1","1","","18.972","cyan-ATLAS","2023-01-20 23:21:10.656","ATLAS_Bot1","","2023TNSTR.157....1T","2023TNSCR.172....1P",""
"123599","SN 2023aeg","14:44:12.438","+15:22:12.71","SN Ia","0.05063","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS23bda","ATLAS-HKO - ATLAS-02, ATLAS-MLO - ATLAS-01, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.164","orange-ATLAS","2023-01-22 14:12:14.112","ATLAS_Bot1","","2023TNSTR.157....1T","2023TNSCR.313....1F",""
"123558","SN 2023acr","11:20:52.336","+09:43:52.90","SN Ic","0.024","","","YSE, ATLAS, Pan-STARRS","Pan-STARRS, ATLAS","YSE","ATLAS; Pan-STARRS; YSE","PS23nh","ATLAS-CHL - ATLAS-04, ATLAS-STH - ATLAS-03, PS1 - GPC1, PS2 - GPC2","NOT - ALFOSC","1","1","","18.86","r-P1","2023-01-22 11:59:34.944","YSE_Bot1","","2023TNSTR.161....1J","2023TNSCR.208....1A",""
"123530","SN 2023abq","15:34:33.344","+41:08:11.69","SN IIP","0.0318","UGC 9911","0.031832","XOSS, ALeRCE, ATLAS, Pan-STARRS","XOSS, ZTF, ATLAS, Pan-STARRS","LiONS","ALeRCE; ATLAS; Pan-STARRS; XOSS","KATS23B002","ATLAS-HKO - ATLAS-02, Other - Other, P48 - ZTF-Cam, PS1 - GPC1","Lijiang-2.4m - YFOSC","1","1","","17.644","Clear-","2023-01-19 23:26:13.920","Zhang","","2023TNSTR.160....1R","2023TNSCR.171....1Z",""
"123523","SN 2023abj","11:49:02.301","+17:40:51.09","SN Ia","0.073","SDSS J114902.17+174048.3","0.06755","ALeRCE, Pan-STARRS, ATLAS","ZTF, Pan-STARRS, ATLAS","ZTF","ALeRCE; ATLAS; Pan-STARRS","ZTF23aaaprxt","ATLAS-HKO - ATLAS-02, P48 - ZTF-Cam, PS2 - GPC2","P60 - SEDM","1","1","","18.6853","r-ZTF","2023-01-21 10:11:43.999","ALeRCE","","2023TNSTR.156....1F","2023TNSCR.198....1F",""
